SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria,k__Archaea|p__Euryarchaeota|c__Methanococci,k__Bacteria|p__Acidobacteria|c__Acidobacteriia,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Aquificae|c__Aquificae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Chlamydiae|c__Chlamydiia,k__Bacteria|p__Chlorobi|c__Chlorobia,k__Bacteria|p__Deinococcus_Thermus|c__Deinococci,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Spirochaetes|c__Spirochaetia,k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Eukaryota|p__Ascomycota|c__Eurotiomycetes,k__Eukaryota|p__Ascomycota|c__Saccharomycetes
O2_UC_22,0.0,0.0,0.02888,6.815690000000001,0.0,43.291250000000005,0.02845,0.0,0.0,0.0,0.0,0.02512,0.44864000000000004,44.90099000000001,0.12517,3.0769999999999995,0.0,0.0,0.18375,1.06413,0.0,0.01093,0.0,0.0,0.0,0.0,0.0,0.0
O2_UC_23,0.0,0.0,0.036969999999999996,10.26974,0.0,33.71707,0.0,0.02054,0.00227,0.0,0.0,0.09046,0.7395999999999999,37.92874,0.17698000000000003,1.13289,0.79537,0.0,0.4517400000000001,2.55035,0.0,4.3734,0.0,0.0,0.0,7.7138100000000005,0.0,0.0
O2_UC_24,0.25683999999999996,0.0,0.01099,2.04497,0.0,50.88811,0.006640000000000001,0.0,0.0,0.0,0.00912,0.0,0.11272,33.57654,1.00345,11.29021,0.0,0.016319999999999998,0.32109000000000004,0.0,0.30235,0.16061999999999999,0.0,0.0,0.0,0.0,0.0,0.0
O2_UC_4,0.0,0.0,0.02161,0.6041700000000001,0.0,11.679450000000001,0.0,0.0,0.0,0.0,0.00359,0.0141,1.1709,80.02329000000002,0.2648,5.35065,0.00283,0.01284,0.15858999999999998,0.52999,0.0,0.136,0.0,0.0,0.0,0.0272,0.0,0.0
V1_CD_11,0.0,0.0,0.0,0.61302,0.0,11.628800000000002,0.08285,0.01556,0.0,0.00198,0.0,0.00646,17.55448,38.89015000000002,0.27512,6.12328,3.5420900000000004,0.02646,1.56854,0.9184,0.0,18.75281,0.0,0.0,0.0,0.0,0.0,0.0
V1_CD_12,0.0,0.0,0.01132,0.050859999999999995,0.0,58.741659999999996,0.027880000000000002,0.0,0.0,0.0,0.0,0.0,3.67064,32.853939999999994,0.21234,0.34700000000000003,0.0,0.0,0.00813,0.9293399999999999,0.0,3.1461900000000003,0.0,0.0,0.0,0.0,0.0,0.00067
V1_CD_13,0.29338,0.0,0.0,3.3338500000000004,0.0,19.596220000000002,0.0,0.0,0.0,0.0,0.0,0.02574,0.40752,74.90912999999999,0.07979,0.13367,0.0,0.0,0.77989,0.36166000000000004,0.0,0.05761,0.0,0.0,0.0,0.02153,0.0,0.0
V1_CD_14,1.9561000000000002,0.0,0.0,0.7453700000000001,0.0,42.847829999999995,0.011479999999999999,0.0,0.0,0.0,0.0,0.07603,0.80578,48.197480000000006,0.04099,0.17107,0.0,0.0,1.1636099999999998,0.8067000000000001,0.0,0.04691000000000001,0.0,0.0,0.0,3.13065,0.0,0.0
V1_CD_15,0.0,0.0,0.0,5.10145,0.0,71.85970999999999,0.0,0.0146,0.0,0.0,0.0,0.0,0.09317,12.915240000000002,0.1225,4.91448,0.0,0.0,4.79557,0.0,0.0,0.18325,0.0,0.0,0.0,0.0,0.0,0.0
V1_CD_1,0.0,0.0,0.0,1.6026500000000001,0.0,71.22392999999997,0.11064,0.10147,0.0,0.0,0.0,0.01047,0.14154,21.55962,0.3511,3.98518,0.0,0.0,0.41832,0.38781,0.0,0.10722,0.0,0.0,0.0,0.0,0.0,0.0
V1_CD_2,0.10099,0.0,0.02965,0.42268000000000006,0.0,76.42976999999999,0.02086,0.0,0.0,0.0,0.00352,0.013819999999999999,0.1902,15.738579999999997,0.28443999999999997,6.20771,0.0,0.0,0.39482000000000006,0.08256000000000001,0.0,0.07247999999999999,0.0,0.0,0.0,0.007909999999999999,0.0,0.0
V1_CD_3,0.0,0.0,0.0,5.84303,0.0,44.79552000000002,0.0,0.03399,0.0,0.0,0.0,0.02317,0.80903,45.85326,0.012220000000000002,0.31615000000000004,0.00117,0.01583,1.25702,0.69092,0.00116,0.31909,0.0,0.0,0.0,0.028439999999999997,0.0,0.0
V1_CD_4,0.0,0.0,0.00598,3.680189999999999,0.0,30.073169999999998,0.01964,0.0,0.0,0.0,0.0,0.03252,0.32543999999999995,58.25709999999999,0.09278,6.466419999999999,0.0,0.0,0.21482,0.6122000000000001,0.0,0.0245,0.0,0.0,0.0,0.19521,0.0,0.0
V1_CD_6,0.0,0.0,0.02297,0.82338,0.0,51.53581999999999,0.011479999999999999,0.0,0.0,0.0,0.0,0.01521,0.08251,39.18036999999999,2.0384899999999995,0.17679999999999998,0.0,0.0,3.7681199999999997,1.39463,0.0,0.15809,0.0,0.0,0.0,0.7920699999999999,0.0,0.0
V1_CD_8,9.56921,0.0621,0.0,1.99987,0.0,36.686099999999996,0.03005,0.02532,0.0,0.0,0.0,0.09953,0.03546,44.09403,0.06919,2.0016499999999997,0.0,0.00535,0.13933,0.68595,0.0,0.046020000000000005,0.0,0.0,0.0,4.450830000000001,0.0,0.0
V1_CD_9,4.77886,0.04745,0.046610000000000006,0.61697,0.0,46.225640000000006,0.00765,0.02434,0.0,0.0,0.0,0.02028,0.01197,32.17454,0.5938899999999999,9.88554,0.0,0.0,0.22827,1.1473200000000001,0.0,0.19404,0.0,3.6865300000000003,0.0,0.31009000000000003,0.0,0.0
V1_UC_10,0.41964999999999997,0.0,0.028460000000000003,1.78015,0.0,18.54929,0.0,0.01211,0.0,0.0,0.0,0.03095,0.347,71.20885,0.19549000000000002,4.442309999999999,0.0,0.0,1.11217,0.05634,0.0,0.24132,0.0,0.0,0.0,1.57595,0.0,0.0
V1_UC_13,0.0,0.0,0.01653,14.76418,0.0,54.60484000000001,0.018090000000000002,0.0,0.0,0.0,0.0,0.05392,0.10798,27.4713,0.44253,0.95584,0.0,0.0,0.0344,1.33982,0.0,0.18445999999999999,0.0,0.00609,0.0,0.0,0.0,0.0
V1_UC_14,0.24062000000000003,0.0,0.0,22.159499999999998,0.00244,24.279730000000008,0.11027,0.0,0.0,0.0,0.0,0.02247,1.3210600000000001,47.736539999999984,2.8218400000000003,0.2925,0.0,0.0,0.84307,0.16872,0.0,0.00123,0.0,0.0,0.0,0.0,0.0,0.0
V1_UC_15,0.0,0.0,0.052610000000000004,20.599320000000006,0.0,33.49894,0.0,0.00836,0.00206,0.0,0.0,0.0176,0.75145,44.194379999999995,0.15752,0.20985,0.0,0.0,0.013609999999999999,0.0,0.0,0.49428,0.0,0.0,0.0,0.0,0.0,0.0
V1_UC_17,0.07288,0.0,0.00775,1.3495200000000003,0.0,35.52455999999999,0.01272,0.06336,0.0,0.0,0.0,0.04213,0.10999,48.270310000000016,2.78406,3.47358,3.9609199999999998,0.0,0.36866,1.8572099999999998,0.0,2.1022900000000004,0.0,0.0,0.0,0.0,0.0,0.0
V1_UC_18,0.0,0.0,0.0,8.938140000000002,0.0,48.79837000000001,0.027160000000000004,0.04178,0.00105,0.0,0.0,0.00899,0.46878,35.603159999999995,0.09794,0.51404,0.0,0.0,5.27678,0.0,0.0,0.12942,0.0,0.00887,0.0,0.08234,0.0,0.00317
V1_UC_19,0.0,0.0,0.021159999999999998,4.6328000000000005,0.0,39.91008000000001,0.00869,0.0,0.0,0.0,0.00439,0.01726,0.04262999999999999,41.20693,0.35889000000000004,1.4398999999999997,0.0,0.015719999999999998,1.4374600000000002,0.9546899999999999,0.0,0.3697,0.0,0.0,0.0,9.57425,0.0,0.0054800000000000005
V1_UC_21,0.0,0.0,0.0,0.7200000000000001,0.0,32.80107,0.020309999999999998,0.008870000000000001,0.0,0.0,0.0,0.00897,5.245169999999999,42.483670000000004,0.21744,14.732619999999999,0.00806,0.0,0.08606,0.11582,0.0,3.55198,0.0,0.0,0.0,0.0,0.0,0.0
V1_UC_6,0.009130000000000001,0.0,0.0062,3.6978400000000002,0.0,25.06842,0.0,0.01319,0.0,0.0,0.0,0.02023,0.9484699999999999,62.27625999999999,0.4173,0.11938000000000001,0.00475,0.0,1.3899899999999998,0.70773,0.0,0.037809999999999996,0.0,0.0,0.0,5.28325,0.0,0.0
V1_UC_7,0.0,0.0,0.0,1.7530999999999997,0.0,61.47692999999999,0.00893,0.0,0.0,0.0,0.0,0.0,0.009250000000000001,19.03596,0.01553,12.65971,0.00838,0.01617,2.95028,0.58168,0.0,0.24622,0.0,0.0,0.0,1.23786,0.0,0.0
V1_UC_8,3.39891,0.00346,0.00442,8.61718,0.0,25.259390000000003,0.007259999999999999,0.01828,0.0,0.0,0.0,0.01925,0.4459,53.95910999999999,0.10579999999999999,2.32677,0.0,0.01315,0.35971,0.43639,0.0,0.00207,0.0,0.0,0.0,4.97454,0.0,0.04844
V1_UC_9,0.23863999999999996,0.00396,0.01011,8.15355,0.0,17.07714,0.0,0.013319999999999999,0.00511,0.0,0.0,0.04948,0.29666000000000003,65.26356999999999,0.22421,0.28508999999999995,0.0,0.0,0.21662000000000003,0.58656,0.0,0.01712,0.0,0.0,0.0,7.55885,0.0,0.0
