SampleID,k__Archaea|p__Euryarchaeota,k__Bacteria|p__Acidobacteria,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Aquificae,k__Bacteria|p__Bacteroidetes,k__Bacteria|p__Candidatus_Saccharibacteria,k__Bacteria|p__Chlorobi,k__Bacteria|p__Deferribacteres,k__Bacteria|p__Deinococcus_Thermus,k__Bacteria|p__Firmicutes,k__Bacteria|p__Fusobacteria,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Spirochaetes,k__Bacteria|p__Synergistetes,k__Bacteria|p__Tenericutes,k__Bacteria|p__Verrucomicrobia,k__Eukaryota|p__Ascomycota,k__Eukaryota|p__Eukaryota_noname
MH0181,0.15083,0.0,5.62433,0.0,39.08737000000001,0.0,0.0,0.0,0.013269999999999999,52.70565000000001,0.0,2.3860699999999997,0.0,0.0,0.0,0.0325,0.0,0.0
MH0182,0.0,0.0069,0.12205,0.0,63.134479999999996,0.0,0.0,0.0,0.015009999999999999,32.867349999999995,0.0,0.6784800000000001,0.0,0.0,0.0,3.17577,0.0,0.0
MH0183,0.0,0.0,0.37088,0.0,31.42366,0.0,0.0,0.0,0.0,67.80338,0.00827,0.39383,0.0,0.0,0.0,0.0,0.0,0.0
MH0184,0.0,0.0,0.83504,0.0,54.00512,0.0,0.0,0.0,0.00412,44.27405999999999,0.0,0.88171,0.0,0.0,0.0,0.0,0.0,0.0
MH0185,0.0,0.0,1.62219,0.0,39.415549999999996,0.0,0.0,0.0,0.01146,57.545280000000005,0.0,1.4055499999999999,0.0,0.0,0.0,0.0,0.0,0.0
MH0186,0.02266,0.0,0.02103,0.0,68.45417,0.0,0.0,0.0,0.0,31.452210000000008,0.0,0.04994,0.0,0.0,0.0,0.0,0.0,0.0
MH0187,0.0,0.0,1.23469,0.0,67.01206999999998,0.0,0.0,0.0,0.00411,27.741659999999996,0.0,3.21959,0.0,0.0,0.0,0.78787,0.0,0.0
MH0188,0.0,0.0,14.607810000000002,0.0,18.26119,0.0,0.0,0.0,0.0,65.48126999999998,0.0,1.28779,0.0,0.0,0.0,0.3619,0.0,0.0
MH0189,1.771,0.0,7.12931,0.0,10.340639999999999,0.0,0.0,0.0,0.01158,64.06988000000001,0.0,1.9063800000000002,12.3043,0.0,0.0,2.46691,0.0,0.0
MH0191,0.015369999999999998,0.0,17.749720000000003,0.0,25.925219999999996,0.0,0.0,0.0,0.004220000000000001,54.63046999999999,0.0,1.48642,0.0,0.0,0.0,0.18854,0.0,0.0
MH0193,0.48402,0.0,2.58936,0.0,38.79578999999999,0.0,0.0,0.0,0.00663,56.71332000000001,0.0,1.3977400000000002,0.01316,0.0,0.0,0.0,0.0,0.0
MH0195,0.17787,0.0,1.0382799999999999,0.0,66.95476000000001,0.0,0.0,0.0,0.0029,30.76903,0.0,0.9909700000000001,0.00141,0.0,0.0,0.06479,0.0,0.0
MH0196,0.0,0.00207,1.7042199999999998,0.0,25.85089,0.0,0.0,0.0,0.00225,70.62440000000001,0.0,0.97433,0.0,0.0,0.0,0.8418899999999999,0.0,0.0
MH0197,1.42762,0.0,4.607849999999999,0.0,38.28842,0.0,0.0,0.0,0.01656,41.337969999999984,0.0,0.68707,0.0,0.0,0.0,13.634520000000002,0.0,0.0
MH0198,0.0,0.0,0.47071,0.0,23.108249999999998,0.0,0.0,0.0,0.0,75.2346,0.0,0.8961400000000002,0.0,0.0,0.0,0.29029,0.0,0.0
MH0199,0.0,0.0,3.88724,0.0,37.615170000000006,0.0,0.0,0.0,0.00329,57.13788,0.0,1.31925,0.0,0.0,0.0,0.037160000000000006,0.0,0.0
MH0200,0.5442199999999999,0.027260000000000003,4.034560000000001,0.0,23.29992,0.00224,0.0,0.0,0.01976,71.12318999999998,0.0,0.94397,0.0,0.0,0.0,0.0,0.00484,0.0
MH0203,0.9517800000000001,0.0,14.407490000000001,0.0,35.43629999999999,0.0,0.0,0.0,0.00426,48.55718999999999,0.0,0.63998,0.0,0.0,0.0,0.00301,0.0,0.0
MH0204,0.0,0.0,0.91896,0.0,22.249720000000003,0.0,0.0,0.0,0.00483,63.00230999999997,0.0,13.75764,0.0,0.0,0.0,0.04891,0.01761,0.0
MH0205,0.48391000000000006,0.0,3.04927,0.0,37.61478,0.00899,0.0,0.0,0.0,57.688250000000004,0.0,0.95271,0.0,0.0,0.0,0.19721,0.0049,0.0
MH0206,0.00231,0.0,2.2279000000000004,0.0,47.08296,0.0,0.0,0.0,0.00592,44.11777000000001,0.0,3.4774500000000006,0.0,0.0,0.0,3.0857099999999997,0.0,0.0
MH0211,0.0,0.0,0.49351000000000006,0.0,44.686189999999996,0.0,0.0,0.0,0.0,49.83493999999999,0.0,3.532079999999999,0.0,0.0,0.0,1.45328,0.0,0.0
MH0212,0.0,0.0028699999999999997,1.4372900000000002,0.0,44.266999999999996,0.0,0.0,0.0,0.00312,49.556790000000014,0.0,0.86905,0.0,0.0,0.0,3.86385,0.0,0.0
MH0217,0.0,0.00573,2.35497,0.0,37.825359999999996,0.0,0.0,0.0,0.006229999999999999,54.70187999999999,0.0,0.7667499999999999,0.0,0.0,0.0,4.33906,0.0,0.0
MH0220,0.03636,0.0,0.65196,0.0,32.67572,0.0,0.0,0.0,0.00746,62.87914999999999,0.0,3.2781500000000006,0.0,0.0,0.0,0.47126,0.0,0.0
MH0224,0.48627,0.0,3.23934,0.0,49.858779999999996,0.0,0.0,0.0,0.0,44.66206000000001,0.0,1.54382,0.0,0.0,0.0,0.20976,0.0,0.0
MH0227,0.0,0.0,1.66038,0.0,64.3177,0.0,0.0,0.0,0.0,30.55857,0.0,3.4404200000000005,0.0,0.0,0.0,0.02292,0.0,0.0
MH0229,5.76025,0.0,2.1480000000000006,0.0,18.99165,0.0,0.0,0.0,0.00618,72.01899999999999,0.0,1.00011,0.0,0.0,0.0,0.07475,0.0,0.0
MH0230,0.0,0.0,8.4741,0.0,42.05438,0.0,0.0,0.0,0.0,48.84267999999999,0.0,0.06373000000000001,0.0,0.0,0.0,0.56515,0.0,0.0
MH0233,0.0,0.0,2.40245,0.0,62.828649999999996,0.0,0.0,0.0,0.00277,34.63889,0.0,0.10379000000000001,0.0,0.0,0.0,0.02343,0.0,0.0
MH0236,0.0,0.0,1.27043,0.0,55.514979999999994,0.00053,0.0,0.0,0.0023,39.50633,0.00749,3.69801,0.0,0.0,0.0,0.0,0.0,0.0
MH0239,0.0,0.0,0.6203700000000001,0.0,71.65665999999999,0.0,0.0,0.0,0.0,21.65358,0.0,0.04892,0.0,0.0,0.0,6.01239,0.00807,0.0
MH0243,0.00445,0.00257,1.1133900000000003,0.0,61.87322999999999,0.0,0.0,0.0,0.0,36.17430000000001,0.0,0.7317,0.0,0.0,0.0,0.10035,0.0,0.0
MH0244,0.0,0.0,3.77335,0.0,71.10262999999999,0.0,0.0,0.0,0.0025399999999999997,23.87633,0.0,1.24286,0.0,0.0,0.0,0.0023,0.0,0.0
MH0247,0.0,0.0,0.21480999999999997,0.0,49.96311999999998,0.0,0.0,0.0,0.00603,45.90484000000002,0.0,3.4577099999999996,0.0,0.0,0.0,0.4535,0.0,0.0
MH0250,0.0,0.0,4.35891,0.0,28.37071,0.0,0.0,0.0,0.00479,63.88482,0.0,1.03494,0.0,0.0,0.0,2.34584,0.0,0.0
MH0251,0.0,0.0,0.8418400000000001,0.0,39.93403000000001,0.0,0.0,0.0,0.0,59.021829999999994,0.0,0.19041,0.0,0.0,0.0,0.01185,0.0,0.0
MH0253,0.06658,0.0,1.3765,0.0,27.82211999999999,0.0,0.0,0.0,0.00692,68.66651,0.0,1.63234,0.0,0.0,0.0,0.42904,0.0,0.0
MH0257,0.16094,0.0,0.63309,0.0,48.39678999999999,0.0,0.0,0.0,0.00366,36.035920000000004,0.0,14.61703,0.0,0.0,0.0,0.15261,0.0,0.0
MH0267,0.0,0.0,1.0252000000000001,0.0,31.41874,0.0008699999999999999,0.0,0.0,0.0039299999999999995,63.455370000000016,0.0,0.9009100000000001,0.0,0.0,0.0,3.1949400000000003,0.0,0.0
MH0272,0.00687,0.0,4.023980000000001,0.0,46.69334000000001,0.0,0.0,0.0,0.0057,43.17466,0.0,2.5893599999999997,0.0,0.0,0.0,3.50607,0.0,0.0
MH0274,0.00133,0.0,4.54826,0.0,52.060489999999994,0.0,0.0,0.0,0.0,35.93962999999999,0.0005200000000000001,7.161460000000003,0.0,0.0,0.0,0.28839000000000004,0.0,0.0
MH0275,0.0,0.0,6.173830000000001,0.0,43.02416,0.0,0.0,0.0,0.004220000000000001,45.177610000000016,0.0,4.696899999999999,0.0,0.0,0.0,0.9177200000000001,0.00561,0.0
MH0276,0.09348,0.0,3.04436,0.0,4.74641,0.0,0.0,0.0,0.0068,88.90029999999997,0.0,0.73534,0.0,0.0,0.0,2.47333,0.0,0.0
MH0277,0.0,0.0,0.04982,0.0,0.48182,0.00213,0.0,0.0,0.0001,9.499329999999999,0.26663000000000003,89.70016999999999,0.0,0.0,0.0,0.0,0.0,0.0
MH0286,0.0,0.0,2.8113,0.0,28.81578,0.0,0.0,0.0,0.012190000000000001,64.75596,0.0,2.787809999999999,0.0,0.0,0.0,0.81698,0.0,0.0
MH0287,0.0,0.0,5.433140000000002,0.0,27.632219999999993,0.0,0.0,0.0,0.00203,63.505109999999995,0.0,3.4275300000000004,0.0,0.0,0.0,0.0,0.0,0.0
MH0288,0.03514,0.0,0.8065899999999999,0.0,23.26291,0.0,0.0,0.0,0.0,74.47648,0.0,1.31769,0.0,0.0,0.0,0.10115,0.0,0.0
MH0289,0.0,0.0,1.75295,0.0,61.25622999999999,0.0,0.0,0.0,0.0,32.42405000000001,0.0,4.566739999999999,0.0,0.0,0.0,0.0,0.0,0.0
MH0292,0.0,0.0,4.37583,0.0,16.571140000000003,0.0,0.0,0.0,0.004229999999999999,77.76885999999999,0.0,1.27996,0.0,0.0,0.0,0.0,0.0,0.0
MH0302,0.01312,0.0,0.10737,0.0,70.46438,0.0,0.0,0.0,0.00554,21.21426999999999,0.0,0.927,0.0,0.0,0.0,7.26832,0.0,0.0
MH0305,0.0,0.00372,0.98481,0.0,46.85195,0.0,0.0,0.0,0.00405,51.780510000000014,0.0,0.33046000000000003,0.0,0.0,0.0,0.044539999999999996,0.0,0.0
MH0307,0.0,0.0,1.59207,0.0,54.280480000000004,0.0,0.0,0.0,0.0,42.80487,0.0,1.2614300000000003,0.0,0.0,0.0,0.06113,0.0,0.0
MH0313,0.0,0.0,0.83452,0.0,62.304379999999995,0.0,0.0,0.0,0.0,35.8465,0.0,0.9501,0.0,0.0,0.0,0.06448,0.0,0.0
MH0316,0.02433,0.0,0.3888,0.0,24.96987,0.0,0.0,0.0,0.0,72.99024999999999,0.0,1.41838,0.0,0.0,0.0,0.20838,0.0,0.0
MH0318,0.58825,0.0,1.33423,0.0,20.307830000000003,0.00403,0.0,0.0,0.00921,67.30973,0.0,7.83958,0.057479999999999996,0.0,0.0,2.54966,0.0,0.0
MH0321,0.02332,0.0,1.30093,0.0,62.17634999999999,0.0,0.0,0.0,0.00318,34.39813999999999,0.0,1.10376,0.0,0.0,0.0,0.9942799999999999,0.0,0.0
MH0322,0.02333,0.0,0.5719499999999998,0.0,71.86890000000001,0.0,0.0,0.0,0.0,25.888299999999997,0.0,1.1619599999999999,0.0,0.0,0.0,0.48553,0.0,0.0
MH0333,0.0,0.0,0.32767999999999997,0.0,64.37061,0.0008,0.0,0.0,0.0034,33.78776000000001,0.0,1.5098099999999997,0.0,0.0,0.0,0.0,0.0,0.0
MH0403,0.01766,0.0,3.70531,0.0,37.53976000000001,0.0006,0.0,0.0,0.005,57.808930000000025,0.0,0.9227100000000001,0.0,0.0,0.0,0.0,0.0,0.0
MH0404,0.0,0.0,0.18887,0.0,62.661870000000015,0.0,0.0,0.0,0.0,30.94123,0.0,1.55995,0.0,0.0,0.0,4.6481,0.0,0.0
MH0405,0.0,0.0,1.0077600000000002,0.0,61.00299,0.0,0.0,0.0,0.0033,36.8801,0.0,1.0826299999999998,0.0,0.0,0.0,0.0232,0.0,0.0
MH0406,0.0,0.0,1.73651,0.0,57.995149999999995,0.0,0.0,0.0,0.0024,34.66345000000001,0.0,5.45225,0.0,0.0,0.0,0.15020999999999998,0.0,0.0
MH0407,0.19965,0.0,2.0960300000000003,0.0,22.28072,0.0,0.0,0.0,0.011059999999999999,74.82579,0.0,0.58124,0.0,0.0,0.0,0.0,0.00554,0.0
MH0408,0.44951,0.0,1.08733,0.0,41.34715,0.0,0.0,0.0,0.0,55.49451,0.0,1.5873,0.0,0.0,0.0,0.03425,0.0,0.0
MH0409,0.27642,0.0,0.7217699999999999,0.0,20.479320000000005,0.0,0.0,0.0,0.0,78.07134,0.0,0.27863000000000004,0.0,0.0,0.0,0.17255,0.0,0.0
MH0410,0.0,0.0,1.0482200000000002,0.0,40.92525,0.00108,0.00173,0.0,0.0,56.77577000000001,0.0,1.2479399999999998,0.0,0.0,0.0,0.0,0.0,0.0
MH0411,0.0,0.0,3.30567,0.0,28.11469,0.0,0.0,0.0,0.0,67.37665,0.0,1.1811099999999999,0.0,0.0,0.0,0.02187,0.0,0.0
MH0412,0.09639,0.0,2.49685,0.0,29.972040000000003,0.0,0.0,0.0,0.00351,62.71416999999998,0.0,1.4520499999999998,0.0,0.0,0.0,3.26496,0.0,0.0
MH0413,0.0,0.0,3.7229100000000006,0.0,33.78710000000001,0.0,0.0,0.0,0.00323,51.97423,0.0,0.92675,0.0,0.0,0.0,9.58579,0.0,0.0
MH0414,0.04008,0.0,0.13008999999999998,0.0,76.03021,0.0,0.0,0.0,0.0,22.399780000000003,0.0,0.32082,0.0,0.0,0.0,1.07904,0.0,0.0
MH0415,0.5893200000000001,0.00772,1.33644,0.0,23.581949999999996,0.0,0.0,0.0,0.01259,69.4846,0.0,1.2455800000000001,0.01618,0.0,0.0,3.7255599999999998,0.0,0.0
MH0417,0.47315,0.0,2.8644600000000002,0.00123,29.40175,0.0,0.0,0.0,0.0,61.24837,0.0,0.7953500000000002,0.0,0.0,0.0,5.21574,0.0,0.0
MH0418,0.044910000000000005,0.0,1.51552,0.0,39.43437,0.0,0.0,0.0,0.00244,58.03681,0.0,0.92224,0.0,0.0,0.0,0.04369,0.0,0.0
MH0419,0.00741,0.0021899999999999997,2.48589,0.0,58.94038,0.0,0.0,0.0,0.0023899999999999998,38.23165999999998,0.0,0.24880999999999998,0.0,0.0,0.0,0.08133,0.0,0.0
MH0420,0.0,0.0,0.81424,0.0,6.663740000000001,0.0,0.0,0.0,0.0,92.45684999999999,0.0,0.05764,0.0,0.0,0.0,0.0,0.00745,0.0
MH0421,0.05979,0.0,0.9609599999999998,0.0,57.08352,0.0,0.0,0.0,0.00673,39.98000999999999,0.0,1.8538599999999998,0.0,0.0,0.0,0.05512,0.0,0.0
MH0422,0.30625,0.0,1.26277,0.0,33.87609,0.0,0.0,0.0,0.0,62.7103,0.0,1.0027,0.0,0.0,0.0,0.84186,0.0,0.0
MH0423,0.0,0.0,4.5661000000000005,0.0,35.770439999999994,0.0,0.0,0.0,0.010190000000000001,59.21678000000001,0.0,0.31494,0.03775,0.0,0.0,0.08383,0.0,0.0
MH0424,0.0,0.0,1.5747600000000002,0.0,37.458900000000014,0.0,0.0,0.0,0.00589,53.37273,0.0,3.54427,0.0,0.0,0.0,4.04345,0.0,0.0
MH0425,0.0,0.0,0.09244000000000001,0.0,56.10123,0.0,0.0,0.0,0.00435,41.13585,0.0004,2.6657400000000004,0.0,0.0,0.0,0.0,0.0,0.0
MH0426,0.0,0.0,0.70755,0.0,73.14242000000002,0.0,0.0,0.0,0.00733,25.413750000000007,0.0,0.37924,0.0,0.0,0.0,0.3497,0.0,0.0
MH0427,0.0,0.0,0.9868200000000001,0.0,43.203779999999995,0.0,0.0,0.0,0.0,32.21716,0.0,23.347460000000005,0.0,0.0,0.0,0.24479,0.0,0.0
MH0429,0.0248,0.0,1.11074,0.0,41.32345,0.0,0.0,0.0,0.0,55.58195,0.0,1.30905,0.0,0.0,0.0,0.6500199999999999,0.0,0.0
MH0430,0.16598000000000002,0.0,6.073710000000001,0.0,5.93878,0.0,0.0,0.0,0.0,80.08145000000002,0.0,1.06792,0.0,0.0,0.0,6.6721699999999995,0.0,0.0
MH0431,0.37068,0.0,4.39306,0.0,43.610319999999994,0.0,0.0,0.0,0.0,30.18988000000001,0.0,4.379529999999999,0.0,0.0,0.0,17.05651,0.0,0.0
MH0432,0.0,0.0,9.91909,0.0,47.96327000000001,0.0,0.0,0.0,0.0026,39.54840000000001,0.0,1.06334,0.0,0.0,0.0,1.50332,0.0,0.0
MH0433,0.0,0.00519,2.6331700000000002,0.0,59.075489999999995,0.0,0.0,0.0,0.0,35.27832,0.0,2.8884399999999997,0.0,0.0,0.0,0.11943,0.0,0.0
MH0434,0.2554,0.0,1.16861,0.0,28.69914,0.0,0.0,0.0,0.0038200000000000005,67.63333000000002,0.0,1.6216,0.0,0.0,0.0,0.61817,0.0,0.0
MH0436,0.04078999999999999,0.0,0.51858,0.0,58.570310000000006,0.0,0.0,0.0,0.00828,40.15226,0.0,0.6841099999999999,0.0,0.0,0.0,0.02565,0.0,0.0
MH0437,0.0,0.0,0.61522,0.0,22.712280000000003,0.0,0.0,0.0,0.007109999999999999,70.7842,0.0,2.26557,0.0,0.0,0.0,3.6156099999999998,0.0,0.0
MH0438,0.5494,0.0,1.21237,0.0,24.13451,0.0,0.0,0.0,0.00325,73.33181,0.0,0.6774199999999999,0.0,0.0,0.0,0.0912,0.0,0.0
MH0439,0.08795,0.0,4.294730000000001,0.0,29.000619999999998,0.0,0.0,0.0,0.0,62.50459,0.0,1.0226099999999998,0.0,0.0,0.0,3.0895,0.0,0.0
MH0440,0.30097,0.0,2.9409500000000004,0.0,36.18349,0.0,0.0,0.0,0.01171,51.853509999999986,0.0,0.58648,0.0,0.0,0.0,8.122910000000001,0.0,0.0
MH0441,0.186,0.0,7.779340000000001,0.0,29.680600000000002,0.0,0.0,0.0,0.00278,57.71078,0.0,2.0402199999999997,0.0,0.0,0.0,2.60027,0.0,0.0
MH0442,0.27064,0.0,2.0620200000000004,0.0,7.399370000000002,0.0,0.0,0.0,0.0162,88.3232,0.0,1.69286,0.0,0.0,0.0,0.23571,0.0,0.0
MH0443,0.11518,0.0,2.7205099999999995,0.0,28.905160000000002,0.0,0.0,0.0,0.0,67.70047,0.0,0.55849,0.0,0.0,0.0,0.0002,0.0,0.0
MH0444,0.00088,0.0,0.21391,0.0,63.06625999999999,0.0,0.0,0.0,0.0,33.70663,0.0,2.9988699999999997,0.0,0.0,0.0,0.01346,0.0,0.0
MH0445,0.0,0.0,4.703330000000001,0.0,32.16542999999999,0.0,0.0,0.0,0.00955,59.776900000000005,0.0,0.46217,0.0,0.0,0.0,2.88262,0.0,0.0
MH0446,0.31449,0.0,0.91584,0.0,50.444469999999995,0.0,0.0,0.0,0.00379,46.854769999999995,0.0,1.31992,0.0,0.0,0.0,0.14665999999999998,0.0,0.0
MH0447,0.11213,0.0,1.9503199999999996,0.0,27.688560000000003,0.0,0.0,0.0,0.00974,67.95225999999998,0.00636,1.7234299999999998,0.0,0.0,0.0,0.55053,0.00669,0.0
MH0448,0.75546,0.0,7.63914,0.0,11.085789999999996,0.0,0.0,0.0,0.00916,68.62961999999999,0.0,1.6874899999999997,0.0,0.33784000000000003,0.0,9.8548,0.00073,0.0
MH0450,0.11681,0.0,0.83599,0.0,22.693849999999998,0.0,0.0,0.0,0.008020000000000001,71.83012999999998,0.0,3.33159,0.0,0.0,0.0,1.18359,0.0,0.0
MH0451,0.0,0.0,1.93532,0.0,40.54755000000001,0.0,0.0,0.0,0.00316,56.249680000000005,0.0,0.5941399999999998,0.0,0.0,0.0,0.6701600000000001,0.0,0.0
MH0452,0.0,0.0,4.620140000000001,0.0,36.004099999999994,0.0,0.0,0.0,0.01378,56.892999999999994,0.0,2.38722,0.0,0.0,0.0,0.08181000000000001,0.0,0.0
MH0453,0.11025,0.00227,0.08276,0.0,36.302789999999995,0.0,0.0,0.0,0.00247,63.05257999999999,0.0,0.21238,0.0,0.0,0.0,0.22341999999999998,0.0,0.0111
MH0454,0.42025999999999997,0.0,6.328560000000001,0.0,27.960549999999998,0.0,0.0,0.0,0.0031899999999999997,58.56530999999999,0.0,1.7925200000000003,0.0,0.0,0.0,4.92964,0.0,0.0
MH0455,0.0,0.00201,0.88776,0.0,57.78050999999999,0.0,0.0,0.0,0.00436,41.08314999999999,0.0,0.21066000000000001,0.0,0.0,0.0,0.03149,0.0,0.0
MH0457,0.07846,0.0,1.9313099999999996,0.0,29.574769999999994,0.0,0.0,0.0,0.00428,61.220460000000024,0.0,1.40008,0.0,0.0,0.0,5.79068,0.0,0.0
MH0458,0.0,0.0,0.18223999999999996,0.0,44.50128,0.0,0.0,0.0,0.0,48.43227999999999,0.0,0.6659999999999999,0.0,0.0,0.0,6.21822,0.0,0.0
MH0462,0.0,0.0,5.953900000000001,0.0,62.20483,0.00141,0.0,0.0,0.0,28.346519999999998,0.0,3.1720000000000006,0.0,0.0,0.0,0.31493000000000004,0.00639,0.0
