SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales,k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales,k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales,k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales,k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales,k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Thermales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales,k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales,k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales
CON-051,0.0,0.0,0.0,0.11256999999999999,0.74171,0.34867000000000004,0.0,26.457709999999995,0.0,0.0,0.032869999999999996,0.0,0.0,0.0,0.01395,6.466269999999999,58.34099999999999,0.40918000000000004,1.43733,1.4044200000000002,0.0,0.0,0.0,0.0,0.0,0.35169,0.0,0.00436,0.36926000000000003,0.0,0.0,0.0,0.0,0.0,1.0552000000000001,0.0,2.45379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-052,0.0,0.0,0.0,0.0,0.39342999999999995,0.95964,0.0,51.58479999999998,0.0,0.0,0.0,0.0,0.0072299999999999994,0.0,0.0,0.22516,38.338539999999995,0.21193000000000004,0.81884,0.32469000000000003,0.0,0.0,0.0,0.0,0.0,0.05185,0.0,0.0,0.40076,0.0,0.00115,0.0,0.0,0.0,6.57607,0.0,0.045610000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.060289999999999996,0.0
CON-053,0.0,0.0,0.0,0.0,0.75513,0.48419999999999996,0.0,65.48720999999999,0.0,0.0,0.00415,0.0,0.0,0.0,0.0,0.1302,31.406740000000006,0.15513,0.10079,0.0,0.0,0.0,0.0,0.0,0.0,0.03334,0.0,0.0,0.60337,0.0,0.0,0.0,0.0,0.0,0.63937,0.0,0.0,0.0,0.0,0.0,0.0,0.03441,0.0,0.16598,0.0
CON-054,0.0,0.0,0.0,0.0,0.07450999999999999,0.01596,0.0,51.585679999999996,0.0,0.0,0.0034200000000000003,0.0,0.0,0.0,0.0,0.04918,43.220639999999996,0.33065,2.88706,0.0,0.0,0.0,0.0,0.0,0.0,0.03165,0.0,0.0,1.1739700000000002,0.0,0.15128,0.0,0.0,0.0,0.06516000000000001,0.0,0.1677,0.0,0.0,0.0,0.0,0.0,0.0,0.2431,0.0
CON-055,0.0,0.0,0.0,0.0,1.68968,0.6427700000000001,0.0,71.12822000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5560200000000001,17.800020000000004,1.40672,0.15696,0.31472,0.0,0.0,0.0,0.0,0.0,1.35249,0.0,0.0,0.70168,0.00471,0.0,0.0,0.0,0.0,4.24448,0.0,0.0,0.0,0.0,0.0,0.0,0.00155,0.0,0.0,0.0
CON-056,0.0,0.0,0.0,0.00554,0.21040999999999999,0.36841,0.0,50.21381000000001,0.0,0.0,0.007639999999999999,0.0,0.0,0.0,0.0,0.06278,37.315439999999995,0.06549,1.18106,0.0,0.0,0.0,0.0,0.0,0.0,0.15437,0.0,0.0,0.85585,0.0,0.0,0.0,0.0,0.0,9.117069999999998,0.0,0.2534,0.0,0.0,0.0,0.0,0.0,0.0,0.18875,0.0
CON-057,0.0,0.0,0.0,0.0,1.13858,0.45182999999999995,0.0,52.78751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20147,41.864729999999994,1.17732,0.10429000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.76615,0.0,0.0,0.66773,0.0,0.0,0.0,0.0,0.0,0.71727,0.0,0.12128,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0
CON-058,0.0,0.0,0.0,0.0,0.5223599999999999,0.22767,0.0,63.532869999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02481,28.61166,0.01568,0.013730000000000001,0.0524,0.0,0.0,0.0,0.0,0.0,0.33588,0.0,0.0,0.85902,0.0,0.0,0.0,0.0,0.0,0.14575,0.0,0.027960000000000002,0.0,0.0,0.0,0.0,0.0,0.0,5.63016,0.0
CON-059,0.0,0.0,0.0,0.0,0.9407700000000001,0.21835,0.0,34.66501999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14057,57.17114999999999,0.00075,6.06923,0.0,0.0,0.0,0.0,0.0,0.0,0.15863,0.0,0.0,0.1305,0.0,0.0,0.0,0.0,0.0,0.40786,0.0,0.09717999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-060,0.0,0.0,0.0,0.00936,28.74523,0.020050000000000002,0.0,5.15351,0.0,0.0,0.0022199999999999998,0.0,0.0,0.0,0.0,1.09105,28.00597,1.65065,28.484089999999995,0.10332999999999999,0.0,0.0,0.0,0.0,0.0,4.16059,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,2.43438,0.0,0.13865999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-061,0.0,0.0,0.0,0.005679999999999999,0.02715,0.17261000000000004,0.0,70.09208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94926,16.2095,0.13625,9.41896,0.0,0.0,0.0,0.0,0.0,0.0,0.80245,0.0,0.0,0.06466,0.0,0.0,0.0,0.0,0.0,0.16377999999999998,0.0,0.95756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-062,0.0,0.0,0.0,0.030789999999999998,1.33684,0.22339,0.0,74.23439,0.0,0.0,0.01261,0.0,0.0,0.0,0.00386,0.6726800000000002,9.644759999999998,1.26478,9.918669999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.07766999999999999,0.0,0.0,0.07869,0.0,0.0,0.0,0.0,0.0,0.23096,0.0,2.2696899999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0
CON-063,0.25484,0.0,0.0,0.0,0.70848,0.22760000000000002,0.0,57.28042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41346,38.61999,0.06287,0.22766999999999998,0.04862,0.0,0.0,0.0,0.0,0.0,0.26585000000000003,0.0,0.0,0.27059,0.0,0.0,0.0,0.0,0.0,1.32242,0.0,0.29722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-064,0.0,0.0,0.0,0.0,0.99234,0.1108,0.0,57.56213000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02434,37.14305,0.19449,0.09181999999999998,0.00117,0.0,0.0,0.0,0.0,0.0,0.00485,0.0,0.0,1.09289,0.0,0.0,0.0,0.0,0.0,2.6311600000000004,0.0,0.15095999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-065,0.0,0.0,0.0,0.00447,12.61619,2.02809,0.0,23.15713,0.0,0.0,0.00817,0.0,0.0,0.0,0.00396,0.18763,34.83593,2.07177,23.77883,0.0,0.0,0.0,0.01715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17464,0.0,0.11607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-066,0.0994,0.0,0.0,0.0,0.16275,1.0984399999999999,0.0,40.68031,0.0,0.0,0.00788,0.0,0.0,0.0,0.0,0.0737,53.73257999999999,0.09546000000000002,2.27994,0.0,0.0,0.0,0.0,0.0,0.0,0.97668,0.0,0.0,0.32566,0.0,0.0,0.0,0.0,0.0,0.42785,0.0,0.02187,0.0,0.0,0.0,0.0,0.01609,0.0,0.00143,0.0
CON-067,0.0,0.0,0.0,0.0,15.20787,3.5891899999999994,0.0,31.365890000000004,0.0,0.0,0.03955,0.0,0.0,0.0,0.0054399999999999995,0.80775,35.91932,0.07020000000000001,0.04192,0.18932000000000002,0.0,0.0,0.0,0.0,0.0,5.17756,0.0,0.0,6.71931,0.0,0.0,0.0,0.0,0.0,0.86668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-068,0.0,0.0,0.0,0.00095,0.10615000000000001,0.15331,0.0,62.35997999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,16.305149999999994,0.05129,16.519090000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.67627,0.0,0.0,0.36629,0.0,0.0,0.0,0.0,0.0,3.06058,0.0,0.02029,0.0,0.0,0.0,0.0,0.21766,0.0,0.0,0.0
CON-069,0.0,0.0,0.0,0.013590000000000001,0.33364,2.1709400000000003,0.0,12.00683,0.0,0.0,0.11708000000000002,0.0,0.0,0.0,0.02518,0.48075,80.35130000000002,0.08199,1.39248,0.030969999999999998,0.0,0.0,0.0,0.0,0.0,0.11316,0.0,0.0,0.058440000000000006,0.0,0.0,0.0,0.0,0.0,0.55555,0.0,2.2680900000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-070,0.0,0.0,0.0,0.0054399999999999995,0.02169,0.09627,0.0,67.96376000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09681000000000001,30.681790000000003,0.03046,0.034839999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.43395,0.0,0.0,0.27891,0.0,0.0,0.0,0.0,0.0,0.09634999999999999,0.0,0.21786,0.0,0.0,0.0,0.0,0.01086,0.0,0.03102,0.0
CON-071,0.0,0.0,0.0,0.0,0.39914,0.18760000000000002,0.0,82.98456,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.009380000000000001,12.59943,0.08381,2.82308,0.0,0.0,0.0,0.0,0.0,0.0,0.00278,0.0,0.0,0.24316,0.0,0.0,0.0,0.0,0.0,0.29244000000000003,0.0,0.03329,0.0,0.0,0.0,0.0,0.0,0.0,0.33752,0.0
CON-072,0.0,0.0,0.0,0.03475,0.048299999999999996,0.06067,0.0,20.0779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42239,72.18296,0.0,1.4554300000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.018930000000000002,0.0,0.00839,0.21601,0.0,0.0,0.0,0.0,0.0,4.35111,0.0,1.12313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-073,2.8774100000000002,0.0,0.0,0.02732,1.4260199999999998,0.40506000000000003,0.0,31.05158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44473999999999997,35.454499999999996,2.7332499999999995,3.2585,0.02367,0.0,0.0,0.0,0.0,0.0,0.41855000000000003,0.0,0.0,0.9489,0.0,0.0,0.0,0.0,0.0,3.1074699999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.03052,0.0,17.79251,0.0
CON-074,0.0,0.0,0.0,0.01182,0.68723,0.36245,0.0,56.51649999999999,0.0,0.0,0.0018399999999999998,0.0,0.0,0.0,0.00399,0.02156,11.6184,0.015269999999999999,25.36787,0.36939,0.0,0.0,0.0,0.0,0.0,0.05961,0.0,0.0,0.23011,0.0,0.0,0.0,0.0,0.0,4.13551,0.0,0.5984499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-075,0.0035299999999999997,0.0,0.0,0.0,1.69616,0.5434499999999999,0.0,53.892880000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46747,36.25030999999999,0.14531000000000002,1.53816,0.0,0.0,0.0,0.0,0.0,0.0,0.37866,0.0,0.0,0.8909600000000001,0.0,0.0,0.0,0.0,0.0,3.2415299999999996,0.0,0.9323100000000001,0.0,0.0,0.0,0.0,0.01318,0.0,0.0061,0.0
CON-076,0.11941,0.0,0.0,0.0,2.29494,0.24603999999999998,0.0,45.82049,0.0,0.0,0.04669999999999999,0.0,0.0,0.0,0.00946,0.06892,41.71784999999999,0.01412,5.65144,0.0,0.0,0.0,0.0,0.0,0.0,1.64977,0.0,0.00535,0.06055,0.0,0.0,0.0,0.0,0.0,2.1963600000000003,0.0,0.045239999999999995,0.02023,0.0,0.0,0.0,0.0,0.0,0.03315,0.0
CON-077,0.0,0.0,0.0,0.0,1.5077,0.64357,0.0,35.80315,0.0,0.0,0.01866,0.0,0.0,0.0,0.00569,0.16060000000000002,54.76412,0.20820000000000002,0.40629,0.04175,0.0,0.0,0.0,0.0,0.0,0.37484,0.0,0.0,0.32687000000000005,0.0,0.0,0.0,0.0,0.0,4.123819999999999,0.0,1.6147200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-078,0.0,0.0,0.0,0.00115,0.20615,0.43747,0.0,41.323380000000014,0.0,0.0,0.00451,0.0,0.0,0.0,0.0,0.15327,45.77122000000001,0.03635,0.52445,0.0,0.0,0.0,0.0,0.0,0.0,0.15715,0.0,0.0,0.24522,0.0,0.0,0.0,0.0,0.0,11.091140000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048530000000000004,0.0
CON-079,0.0,0.0,0.0,0.00175,10.21856,0.12298,0.0,44.98272,0.0,0.0,0.0,0.0,0.0,0.0,0.00611,3.7012199999999993,0.59973,0.03474,39.70179,0.01179,0.0,0.0,0.0,0.0,0.0,0.44401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11951,0.0,0.05513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.68768000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18413,15.798270000000002,1.01096,6.15766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7555899999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.40573,0.0
CON-081,0.0,0.0,0.0,0.00434,0.13086,0.12908,0.0,61.08064000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02215,36.23889,0.09227,0.61202,0.0,0.0,0.0,0.0,0.0,0.0,0.9388799999999999,0.0,0.0,0.7430000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-082,0.32450999999999997,0.0,0.0,0.0,0.41903,0.08224000000000001,0.0,68.25552,0.0,0.0,0.0027600000000000003,0.0,0.0,0.0,0.0,0.29001,17.281180000000003,0.02776,10.788749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.020479999999999998,0.013940000000000001,0.0,0.48316000000000003,0.0,0.0,0.0,0.0,0.0,1.83465,0.0,0.17605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-083,0.0,0.0,0.0,0.0034799999999999996,2.8895500000000003,0.42538,0.0,54.38494,0.0,0.0,0.0,0.0,0.00595,0.0,0.0,0.07868,23.602529999999994,0.10300000000000001,4.98662,0.00742,0.0,0.0,0.0,0.0,0.0,0.21278,0.028460000000000003,0.0,0.4061,0.0,0.0,0.0,0.0,0.0,12.785309999999999,0.0,0.07983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-084,0.0,0.0,0.0,0.0,0.0,0.08108,0.0,66.26382000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08652000000000001,29.583000000000006,0.07796,1.11823,0.0,0.0,0.0,0.0,0.0,0.0,1.01785,0.0,0.004529999999999999,0.48338000000000003,0.0,0.0,0.0,0.0,0.0,0.3423,0.0,0.94135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-085,0.00578,0.0,0.0,0.00688,0.020509999999999997,0.79582,0.0,45.58762,0.0,0.0,0.0,0.0,0.00494,0.0,0.0,0.03259,31.666980000000002,2.9589000000000003,0.15841999999999998,0.05975,0.0,0.0,0.0,0.0,0.0,0.49111,0.0,0.0,0.45049,0.00451,0.0,0.0,0.0,0.0,17.702560000000002,0.0,0.0,0.030789999999999998,0.0,0.0,0.0,0.0,0.0,0.02241,0.0
CON-086,0.0,0.0,0.0,0.01612,3.8808899999999995,0.06512,0.0,72.83092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6272399999999996,17.492680000000004,0.17447,0.07216,0.02292,0.0,0.0,0.0,0.0,0.0,1.0976499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4012,0.0,1.3185400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-087,0.0,0.0,0.0,0.00351,1.6568100000000001,0.39542,0.0,82.86875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09436,12.63361,0.0,0.09234999999999999,0.95904,0.0,0.0,0.0,0.0,0.0,0.057589999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20677,0.0,1.03176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-088,0.0,0.0,0.0,0.00318,0.54857,0.13484000000000002,0.0,72.95855999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.00423,0.38599,21.044490000000003,0.44352,2.9227100000000004,0.02973,0.0,0.0,0.0,0.0,0.0,0.09589,0.0,0.0,1.34656,0.0,0.0,0.0,0.0,0.0,0.04515,0.0,0.03659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-089,0.22015,0.0,0.0,0.0054,0.04712,0.16785999999999998,0.0,83.08776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33676,13.40925,0.05452,0.643,0.36974,0.0,0.0,0.0,0.0,0.0,0.08282000000000002,0.0,0.0,0.43775000000000003,0.0,0.0,0.0,0.0,0.0,0.88519,0.0,0.24698,0.0,0.0,0.0,0.0,0.005679999999999999,0.0,0.0,0.0
CON-090,0.0,0.0,0.0,0.01381,3.2208300000000003,0.12464000000000001,0.0,43.39977000000001,0.0,0.0,0.01542,0.0,0.0,0.0,0.00518,1.3164799999999999,49.47450999999998,0.01608,0.34498,0.015969999999999998,0.0,0.0,0.0,0.0,0.0,0.05491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4339199999999999,0.0,0.5634899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-091,0.0,0.0,0.0,0.0,0.21973,0.11689,0.0,75.69100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041139999999999996,23.08194,0.08656000000000001,0.060300000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.20572,0.0,0.0,0.3082,0.0,0.0,0.0,0.0,0.0,0.18852000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-092,0.0,0.0,0.0,0.0139,0.72621,0.41759999999999997,0.0,76.11271999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25214,17.59228,0.64964,0.01731,0.29341,0.0,0.0,0.0,0.0,0.0,0.76248,0.0,0.0,1.67337,0.0,0.0,0.0,0.0,0.0,1.4838999999999998,0.0,0.00506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-093,0.0,0.0,0.0,0.0,0.30661999999999995,0.05994,0.0,80.7834,0.0,0.0,0.0010400000000000001,0.0,0.0,0.0,0.0,0.025389999999999996,13.466539999999998,0.26764999999999994,1.16902,0.0,0.0,0.0,0.0,0.0,0.0,0.9575,0.0,0.0,0.15806,0.0,0.0,0.0,0.0,0.0,2.2484200000000003,0.0,0.0,0.0,0.0,0.0,0.55642,0.0,0.0,0.0,0.0
CON-095,0.0,0.0,0.0,0.00229,0.19567,0.34881,0.0,58.49686,0.0,0.0,0.01533,0.0,0.0,0.0,0.0,0.35128000000000004,34.79416,0.15037,2.2953400000000004,1.6775799999999998,0.0,0.0,0.0,0.0,0.0,0.36708999999999997,0.0,0.0,0.14218999999999998,0.0,0.01495,0.0,0.0,0.0,1.1094799999999998,0.0,0.03859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-096,0.0,0.0,0.0,0.0,1.7845900000000001,1.6199899999999998,0.0,56.31396999999999,0.0,0.0,0.02225,0.0,0.0,0.0,0.0,0.67342,35.068569999999994,0.48829,1.37551,0.5535500000000001,0.0,0.0,0.0,0.0,0.0,0.02433,0.0,0.0,0.13113,0.0,0.0,0.0,0.0,0.0,1.64922,0.0,0.0027300000000000002,0.0,0.0,0.0,0.29245,0.0,0.0,0.0,0.0
CON-097,0.0,0.0,0.0,0.0,0.05462,0.13096000000000002,0.0,68.09835,0.0,0.0,0.0,0.0,0.0049299999999999995,0.0,0.0,0.04613,16.99353,0.058219999999999994,12.02683,0.00168,0.0,0.0,0.0,0.0,0.0,0.09107000000000001,0.0,0.0,1.3627099999999999,0.0,0.0,0.0,0.0,0.0,1.12355,0.0,0.0,0.0,0.0,0.0,0.0,0.00744,0.0,0.0,0.0
CON-098,0.0,0.0,0.0,0.0012900000000000001,3.5380799999999994,1.56741,0.0,47.27013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57996,42.34637000000001,0.12922,0.09229,0.0,0.0,0.0,0.0,0.0,0.0,0.6318599999999999,0.0,0.0,0.58821,0.0,0.0,0.0,0.0,0.0,0.15314,0.0,0.01156,0.0,0.0,0.0,0.0,0.0,0.0,3.0905299999999998,0.0
CON-099,1.4080700000000002,0.0,0.0,0.0,1.97036,0.18133,0.0,52.81865,0.0,0.0,0.00487,0.0,0.0,0.0,0.0,0.5370400000000001,40.82861999999999,1.53935,0.09023,0.0,0.0,0.0,0.0,0.0,0.0,0.14474,0.0,0.0,0.13369000000000003,0.0,0.0,0.0,0.0,0.0,0.33485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00824,0.0
CON-101,0.03199,0.0,0.0,0.00119,0.05417,0.22929,0.0,57.58440999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16029000000000002,36.02221,0.09351999999999999,2.37234,0.69977,0.0,0.0,0.0,0.0,0.0,1.6762400000000002,0.0,0.0,0.23643999999999998,0.0,0.0,0.0,0.0,0.0,0.75603,0.0,0.06238,0.0,0.0,0.0,0.0,0.0,0.0,0.019719999999999998,0.0
CON-104,0.0,0.0,0.0,0.049530000000000005,1.03068,0.21275999999999998,0.0,29.18901,0.0,0.0,0.05652,0.0,0.0,0.0,0.14495999999999998,1.4930400000000004,35.65502,0.09941,0.5892099999999999,0.20265,0.0,0.0,0.0,0.0,0.0,5.79166,0.0,0.0,0.0031100000000000004,0.012329999999999999,0.0,0.0,0.0,0.0,20.797439999999998,0.0,4.672650000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-105,0.0,0.0,0.0,0.028289999999999996,2.7756,1.11466,0.0,16.01517,0.0,0.0,0.03014,0.0,0.0,0.0,0.0083,0.8046599999999999,73.86819999999999,0.0,4.08957,0.0,0.0,0.0,0.0,0.0,0.0,0.12889,0.0,0.0,0.00609,0.0,0.0,0.0,0.0,0.0,0.28858,0.0,0.8418700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-106,0.0,0.0,0.0,0.00605,0.0,0.013699999999999999,0.0,50.13313999999999,0.0,0.0,0.008140000000000001,0.0,0.0,0.0,0.00675,0.26584,32.83967,0.10059,3.41917,0.0,0.0,0.0,0.0,0.0,0.0,3.8194,0.0,0.0,0.04879,0.0,0.0,0.0,0.0,0.0,9.33076,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON-107,0.0418,0.0,0.0,0.01775,0.04119,0.35784,0.0,51.75957999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.00535,0.26477,31.39113,0.7194900000000001,9.92116,0.0,0.0,0.0,0.0,0.0,0.0,0.38612,0.0,0.0,0.30793,0.0,0.0,0.0,0.0,0.0,2.8968100000000003,0.0,1.8890900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLF009,0.0,0.0,0.0,0.02116,11.07288,4.68354,0.0,23.18309,0.0,0.0,0.003,0.0,0.0,0.0,0.0,1.8823300000000003,10.32502,1.4267800000000002,0.08095000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.22099000000000002,0.0,0.0,0.06755,0.0,0.0,0.0,0.0,0.0,31.982619999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.39045,0.0,14.65966,0.0
DLF012,0.0,0.0,0.0,0.025240000000000002,19.82707,2.7353899999999998,0.0,14.26402,0.0,0.0,0.07275000000000001,0.0,0.0,0.0,0.037419999999999995,11.745970000000003,20.83769,8.99591,1.51355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.854819999999997,0.0,0.09016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLF013,0.0,0.0,0.0,0.01435,6.5023100000000005,2.4075300000000004,0.0,52.29801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13807,35.94732,0.53747,0.15269,0.0,0.0,0.0,0.0,0.0,0.0,0.70993,0.0,0.0,0.06238,0.0,0.0,0.0,0.0,0.0,1.19254,0.0,0.037360000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
