SampleID,k__Archaea|p__Euryarchaeota,k__Bacteria|p__Acidobacteria,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Bacteroidetes,k__Bacteria|p__Candidatus_Saccharibacteria,k__Bacteria|p__Chlorobi,k__Bacteria|p__Deinococcus_Thermus,k__Bacteria|p__Firmicutes,k__Bacteria|p__Fusobacteria,k__Bacteria|p__Planctomycetes,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Spirochaetes,k__Bacteria|p__Synergistetes,k__Bacteria|p__Tenericutes,k__Bacteria|p__Verrucomicrobia,k__Eukaryota|p__Ascomycota
NOM005,0.0,0.0,0.04453,18.070940000000007,0.00331,0.0,0.0,39.352459999999994,0.0,0.0,42.52874,0.0,0.0,0.0,0.0,0.0
NOM009,0.0,0.0,0.9560799999999999,21.135,0.0,0.0,0.0,74.99870999999996,0.0,0.0,2.81185,0.0,0.0,0.0,0.09833,0.0
NOM010,0.0,0.0,0.0522,70.26723999999999,0.0,0.0,0.0,28.236220000000007,0.0,0.0,1.4409599999999998,0.0,0.0,0.0,0.0034100000000000003,0.0
NOM014,0.0,0.0,1.09195,85.80497,0.0,0.0,0.0,11.121400000000001,0.7651600000000001,0.0,1.21654,0.0,0.0,0.0,0.0,0.0
NOM015,0.00559,0.0,0.34515,56.080009999999994,0.0,0.0,0.0,40.12445999999999,0.0,0.0,3.44475,0.0,0.0,0.0,0.0,0.0
NOM016,0.0,0.0,0.016169999999999997,74.51932000000001,0.0,0.0,0.0,24.822020000000006,0.0,0.0,0.64249,0.0,0.0,0.0,0.0,0.0
NOM017,0.00325,0.0,1.91059,66.00439,0.0,0.0,0.0,31.67984,0.0,0.0,0.39999,0.0,0.0,0.0,0.00198,0.0
NOM019,0.0,0.0,1.31071,58.62693,0.0,0.0,0.01075,29.576600000000003,0.0,0.0,5.8479399999999995,0.0,0.0,0.0,4.62706,0.0
NOM020,0.0,0.0,0.42217999999999994,75.14056,0.0,0.0,0.0,18.593239999999998,0.01648,0.0,5.827559999999999,0.0,0.0,0.0,0.0,0.0
NOM025,0.0,0.0,0.030940000000000002,49.019650000000006,0.0,0.0,0.0,35.26122999999999,0.0,0.0,15.6882,0.0,0.0,0.0,0.0,0.0
NOM027,0.0,0.0,19.40739,1.9486499999999998,0.01098,0.0,0.01677,78.02217,0.0729,0.0,0.52113,0.0,0.0,0.0,0.0,0.0
NOM028,0.0,0.0,4.06856,55.25886999999999,0.018230000000000003,0.0,0.0,32.34516000000001,0.05138,0.0,8.25778,0.0,0.0,0.0,0.0,0.0
T2D-001,0.0,0.0,1.03115,62.43869999999999,0.0,0.0,0.0,33.48189,0.0,0.0,3.04833,0.0,0.0,0.0,0.0,0.0
T2D-002,0.0,0.0,0.029750000000000002,72.91675000000002,0.02623,0.0,0.0,15.890919999999998,4.787629999999999,0.0,6.348749999999999,0.0,0.0,0.0,0.0,0.0
T2D-003,0.0,0.0,0.91391,28.225000000000005,0.00594,0.0,0.006640000000000001,57.852149999999995,2.5023799999999996,0.0,10.49398,0.0,0.0,0.0,0.0,0.0
T2D-004,0.0,0.0,5.64254,38.76001000000001,0.0,0.0,0.0068,51.17543999999999,0.00449,0.0,4.410729999999999,0.0,0.0,0.0,0.0,0.0
T2D-005,0.0,0.0,0.17167,36.90022,0.0,0.0,0.0,16.762260000000005,0.043460000000000006,0.0,46.122389999999996,0.0,0.0,0.0,0.0,0.0
T2D-006,0.0,0.0,0.3149,88.83070000000002,0.0,0.0,0.0,10.139840000000001,0.0,0.0,0.7145999999999999,0.0,0.0,0.0,0.0,0.0
T2D-007,0.0235,0.0,1.02236,49.1254,0.0,0.0,0.0,47.24232000000001,1.3685100000000001,0.0,1.21414,0.0,0.0,0.0,0.0037600000000000003,0.0
T2D-008,0.98946,0.0,1.4471999999999998,73.12415999999999,0.0,0.0,0.0,20.972050000000003,0.0,0.0,3.07752,0.0,0.00587,0.0,0.38368,0.0
T2D-009,0.0,0.0,0.06173,54.29833999999998,0.0032600000000000003,0.0,0.0,44.09134999999999,0.08231999999999999,0.0,1.42845,0.0,0.0,0.0,0.034539999999999994,0.0
T2D-010,0.0,0.0,47.49412,35.36493999999999,0.0,0.0,0.0,15.89096,0.0,0.0,1.24993,0.0,0.0,0.0,0.0,0.0
T2D-011,0.0,0.0,2.09741,29.223630000000004,0.00256,0.0,0.0,57.095650000000006,0.0,0.0,11.578019999999997,0.0,0.0,0.0,0.0027199999999999998,0.0
T2D-012,0.0,0.0,0.17916,39.10396,0.00674,0.0,0.0,35.40293000000001,0.00692,0.0,10.45614,0.0,0.0,0.0,14.84416,0.0
T2D-013,0.0,0.0,0.29631,35.73483,0.0,0.0,0.0,63.45801,0.0,0.0,0.51084,0.0,0.0,0.0,0.0,0.0
T2D-014,0.0,0.0,3.6051500000000005,44.57838999999999,0.0,0.0,0.0,25.447849999999995,0.25268,0.0,26.11592,0.0,0.0,0.0,0.0,0.0
T2D-015,0.0,0.0,2.4468599999999996,56.36688000000001,0.0,0.0,0.0,37.22821,0.0,0.0,3.8591,0.0,0.09892000000000001,0.0,0.0,0.0
T2D-016,0.0,0.0,20.99931,50.595259999999996,0.0,0.0,0.0,23.908410000000007,0.30987999999999993,0.0,4.18714,0.0,0.0,0.0,0.0,0.0
T2D-017,0.0,0.0,0.10746,83.65483,0.0,0.0,0.0,7.343449999999998,0.31492,0.0,8.5793,0.0,0.0,0.0,0.0,0.0
T2D-018,0.0,0.0,4.340249999999999,60.86566999999999,0.0,0.0,0.0,30.140239999999995,0.00123,0.0,4.6512,0.0,0.0,0.0,0.0014199999999999998,0.0
T2D-019,0.0,0.0,0.42617,55.307140000000004,0.0,0.0,0.0,26.860570000000003,0.58743,0.0,9.29993,0.0,0.0,0.0,7.51877,0.0
T2D-020,0.0,0.0,4.2829500000000005,7.32182,0.0,0.0,0.0,39.20647000000001,1.53159,0.0,47.65713999999999,0.0,0.0,0.0,0.0,0.0
T2D-021,0.0,0.0,0.8739699999999999,70.97518000000002,0.0,0.0,0.0,21.995820000000002,0.0,0.0,6.14717,0.0,0.00039,0.0,0.0,0.00748
T2D-022,0.0,0.0,0.66611,43.60804999999999,0.00252,0.0,0.0,44.724230000000006,0.84413,0.0,10.154949999999998,0.0,0.0,0.0,0.0,0.0
T2D-023,0.0,0.0,0.5170800000000001,60.22114,0.0006799999999999999,0.0,0.0,32.757209999999986,0.7650100000000001,0.0,5.738860000000001,0.0,0.0,0.0,0.0,0.0
T2D-024,0.0,0.0,0.49689999999999995,11.208590000000001,0.029199999999999997,0.0,0.00556,66.26916999999997,0.00349,0.0,21.98576,0.0,0.0,0.0,0.00131,0.0
T2D-025,0.0,0.0,0.73,61.899089999999994,0.0,0.0,0.0,34.80561,0.0,0.0,2.5653099999999998,0.0,0.0,0.0,0.0,0.0
T2D-026,0.0,0.0042,0.6163,43.511660000000006,0.0,0.0,0.0,21.284039999999997,0.13564,0.0,34.44818,0.0,0.0,0.0,0.0,0.0
T2D-028,0.0,0.0,0.23894,44.40444,0.0,0.0,0.0,53.94342,0.0,0.0,1.41319,0.0,0.0,0.0,0.0,0.0
T2D-029,0.0,0.0,41.94383,5.8158900000000004,0.0,0.0,0.0,44.29995999999997,0.0037199999999999998,0.0,7.93663,0.0,0.0,0.0,0.0,0.0
T2D-030,0.0,0.0,2.3131500000000003,45.70356,0.0,0.0,0.007379999999999999,45.3755,0.42306000000000005,0.0,6.0536900000000005,0.0,0.0,0.0,0.12369000000000001,0.0
T2D-031,0.0,0.0,1.9473099999999999,80.07481999999997,0.0,0.0,0.0,14.166240000000004,0.32285,0.0,3.4887500000000005,0.0,0.0,0.0,0.0,0.0
T2D-036,0.79779,0.0,0.8713199999999999,48.69692999999999,0.0,0.0,0.00792,26.99332,0.0,0.0,4.055689999999999,0.0,0.0,0.0,18.57704,0.0
T2D-039,0.0,0.0,46.941430000000004,13.071669999999997,0.0,0.0,0.0,37.17792,0.0,0.0,2.8089899999999997,0.0,0.0,0.0,0.0,0.0
T2D-040,0.1214,0.0,0.26194,52.20452,0.00268,0.0,0.0,39.57319000000001,0.0,0.0,7.82845,0.0,0.0,0.0,0.007809999999999999,0.0
T2D-041,0.0,0.0,1.24885,33.642619999999994,0.0,0.0,0.0,59.33213999999999,0.29215,0.0,5.484229999999998,0.0,0.0,0.0,0.0,0.0
T2D-042,0.0,0.0,0.9230899999999999,35.96609,0.00131,0.0,0.0,56.715329999999994,2.95185,0.0,1.9598400000000002,0.0,0.0,0.0,1.48244,0.0
T2D-043,0.0,0.0,5.33061,56.02017999999999,0.0,0.0,0.0,25.45522,0.0,0.0,2.99149,0.0,0.0,0.0,10.20249,0.0
T2D-044,0.0,0.0,0.75871,80.08229000000001,0.0,0.0,0.0,16.77213,0.17454999999999998,0.0,2.21232,0.0,0.0,0.0,0.0,0.0
T2D-045,0.03182,0.0,0.17606999999999998,73.29995000000001,0.0,0.0,0.0,23.01624,0.45364,0.0,2.45263,0.0,0.0,0.0,0.56963,0.0
T2D-046,0.006880000000000001,0.0,0.28079,79.70674,0.0,0.0,0.0,18.651670000000003,0.0,0.0,1.35389,0.0,0.0,0.0,0.0,0.0
T2D-047,0.0,0.0,0.71579,37.16039,0.0,0.0,0.0,58.298809999999996,0.1152,0.0,1.4596399999999998,0.0,0.0,0.0,2.25014,0.0
T2D-048,0.0,0.0,2.9312099999999996,55.42303999999999,0.00123,0.0,0.0,39.19063,0.058710000000000005,0.0,2.39517,0.0,0.0,0.0,0.0,0.0
T2D-049,0.46757,0.0,2.2834200000000004,35.80211,0.0,0.0,0.0,37.212200000000024,0.0,0.0,4.420999999999999,0.0,0.0,0.0,19.81373,0.0
T2D-050,0.0,0.0,2.63882,45.54021,0.0,0.0,0.0,35.75649,0.0292,0.0,3.7304799999999996,0.0,0.0,0.0,12.304730000000001,0.0
T2D-051,0.0,0.0,0.47231,54.674579999999985,0.0,0.0,0.0,38.85385000000001,0.0,0.0,1.29912,0.0,0.0,0.0,4.70015,0.0
T2D-052,0.0,0.0,42.042689999999986,5.145300000000001,0.0,0.0,0.0,52.051649999999995,0.0,0.0,0.7603699999999999,0.0,0.0,0.0,0.0,0.0
T2D-053,0.13103,0.0,6.08907,28.697600000000012,0.01009,0.0,0.0,62.33088000000001,0.0,0.0,2.7412900000000002,0.0,0.0,0.0,0.0,0.0
T2D-054,0.0,0.0,0.10641,82.56344,0.0,0.0,0.0,8.889249999999999,2.12252,0.0,6.22249,0.0,0.0,0.0,0.09584,0.0
T2D-055,0.0,0.0,1.6506899999999998,60.622249999999994,0.0,0.0,0.007679999999999999,36.64916,0.0,0.0,1.07024,0.0,0.0,0.0,0.0,0.0
T2D-056,0.0,0.00418,11.973119999999998,41.78462,0.0,0.0,0.0,45.02445,0.0,0.0,1.2136799999999999,0.0,0.0,0.0,0.0,0.0
T2D-057,0.0,0.0,25.35256000000001,26.08832,0.0007599999999999999,0.0,0.0,17.406120000000005,0.0,0.0,31.152239999999995,0.0,0.0,0.0,0.0,0.0
T2D-058,0.0,0.0,10.03932,52.99442000000001,0.0,0.0,0.0,29.238569999999996,0.0113,0.0,7.486619999999999,0.0,0.0,0.0,0.22974,0.0
T2D-059,0.0,0.0,0.73409,73.90621999999998,0.0,0.0,0.0053,20.17311,0.016319999999999998,0.0,5.1640999999999995,0.0,0.0,0.0,0.00086,0.0
T2D-060,0.0,0.0,3.6642399999999995,27.805659999999996,0.01567,0.0,0.0,64.54517,0.8248700000000001,0.0,3.1385400000000003,0.0,0.0,0.0,0.0058200000000000005,0.0
T2D-062,0.0,0.0,2.29533,43.95804000000001,0.0,0.0,0.0,51.15474000000001,0.0,0.0,1.60962,0.0,0.0,0.0,0.9822299999999999,0.0
T2D-063,0.0,0.0,2.26585,63.40793000000002,0.0,0.0,0.0,28.039290000000005,0.0,0.0,6.286949999999999,0.0,0.0,0.0,0.0,0.0
T2D-064,0.92517,0.0,0.19780999999999999,59.67462000000002,0.0,0.0,0.0,32.36825,0.0,0.0,2.7202500000000005,0.0,0.0,0.0,4.11393,0.0
T2D-065,0.0,0.0,0.48915,64.10368999999999,0.00216,0.0,0.0,26.780790000000003,0.18882999999999997,0.0,8.26682,0.0,0.16861,0.0,0.0,0.0
T2D-066,0.0,0.0,7.87681,58.95895,0.0,0.0,0.0,30.48796000000001,0.0,0.0,2.6763300000000005,0.0,0.0,0.0,0.0,0.0
T2D-067,0.0,0.0,0.20237,66.89123000000001,0.0,0.0,0.0,27.909990000000004,0.00139,0.0,4.995019999999999,0.0,0.0,0.0,0.0,0.0
T2D-068,0.0,0.0,6.20385,62.56897000000001,0.01244,0.0,0.0,30.209850000000003,0.0,0.0,0.6374799999999999,0.0,0.3674,0.0,0.0,0.0
T2D-069,0.0,0.0,0.9374300000000001,71.73471,0.0,0.0,0.0,26.935679999999998,0.0,0.0,0.39220999999999995,0.0,0.0,0.0,0.0,0.0
T2D-070,0.0,0.0,0.12064,57.504129999999996,0.0,0.0,0.0,23.451879999999992,0.0,0.0,18.224050000000002,0.0,0.0,0.0,0.69927,0.0
T2D-071,0.0,0.0,8.39584,8.468760000000001,0.0,0.0,0.0,82.18336,0.00491,0.0,0.94713,0.0,0.0,0.0,0.0,0.0
T2D-072,4.940079999999999,0.00513,5.79496,34.67388,0.006229999999999999,0.0,0.00558,40.06559,0.0,0.0,7.934759999999999,0.0,0.34414,0.0,6.22965,0.0
T2D-073,0.0,0.0,0.64238,16.29477,0.0,0.0,0.0,79.01405999999999,0.0,0.0,4.048749999999999,0.0,0.0,0.0,0.0,0.0
T2D-074,0.0,0.0,0.00782,35.265719999999995,0.0,0.0,0.0,23.438779999999994,2.55082,0.0,38.736869999999996,0.0,0.0,0.0,0.0,0.0
T2D-075,0.036160000000000005,0.0,0.39150999999999997,32.28761,0.0,0.0,0.00415,56.43927000000001,0.0,0.0,0.03464,0.0,0.0,0.0,10.80666,0.0
T2D-076,0.0,0.0,0.9589699999999999,71.70648000000003,0.0,0.0,0.0,23.749740000000003,0.0,0.0,3.5848600000000004,0.0,0.0,0.0,0.0,0.0
T2D-077,0.0,0.0,4.0366,37.19892000000001,0.0027600000000000003,0.0,0.0,51.591359999999995,0.0,0.0,7.170350000000002,0.0,0.0,0.0,0.0,0.0
T2D-078,0.0,0.0,0.26065,43.623439999999995,0.012830000000000001,0.0,0.0,37.236979999999996,0.02785,0.0,18.838269999999998,0.0,0.0,0.0,0.0,0.0
T2D-079,0.0,0.0,4.71344,58.867540000000005,0.007010000000000001,0.0,0.0,33.71434,0.00165,0.0,2.62704,0.0,0.0,0.0,0.06899,0.0
T2D-080,0.0,0.0,0.32348999999999994,73.81681000000002,0.0,0.0,0.0,15.613700000000001,0.0,0.0,10.15445,0.0,0.0012699999999999999,0.0,0.0903,0.0
T2D-081,0.0,0.0,0.91308,46.947089999999996,0.0,0.0,0.0,50.02670000000001,0.17839999999999998,0.0,1.93474,0.0,0.0,0.0,0.0,0.0
T2D-082,1.2837800000000001,0.0,0.22424000000000002,60.11438,0.0,0.0,0.0,28.56979,0.0,0.0,9.8078,0.0,0.0,0.0,0.0,0.0
T2D-083,0.0,0.0,0.29798,68.57863999999998,0.0,0.0,0.0,29.67403000000001,0.7340599999999999,0.0,0.7153,0.0,0.0,0.0,0.0,0.0
T2D-084,0.0,0.0,11.30949,42.289210000000004,0.00117,0.0,0.0049700000000000005,45.12641999999999,0.0,0.0,1.2687099999999998,0.0,0.0,0.0,0.0,0.0
T2D-085,4.18694,0.0,0.7531499999999999,31.67686000000001,0.0,0.0,0.01492,58.982680000000016,0.0,0.0,3.93127,0.0,0.18184,0.0,0.27234,0.0
T2D-086,0.0,0.0,13.75963,57.86047,0.0039700000000000004,0.0,0.0,27.8102,0.0,0.0,0.56573,0.0,0.0,0.0,0.0,0.0
T2D-087,0.0,0.0,5.610900000000001,18.39628,0.06769,0.0,0.0,68.07555000000008,0.060629999999999996,0.0,7.78893,0.0,0.0,0.0,0.0,0.0
T2D-088,0.0,0.0,9.58128,56.3283,0.0,0.0,0.0,20.951639999999994,0.0,0.0,13.054059999999998,0.0,0.08272,0.0,0.00201,0.0
T2D-089,0.0,0.0,0.25379,76.70528000000003,0.0,0.0,0.0,22.932190000000002,0.0,0.0,0.10873000000000001,0.0,0.0,0.0,0.0,0.0
T2D-090,0.0,0.0,2.41834,46.80885,0.0,0.0,0.0,37.06898,0.06695,0.0,13.63403,0.0,0.0,0.0,0.00281,0.0
T2D-091,0.0,0.0,12.58304,50.84546,0.0,0.0,0.0,29.906290000000002,0.0,0.0,6.665229999999999,0.0,0.0,0.0,0.0,0.0
T2D-092,0.0,0.0,29.658,17.951169999999998,0.0,0.0,0.0,46.17656,0.0,0.0,6.21333,0.0,0.0,0.0,0.0008900000000000001,0.0
T2D-093,0.22378,0.0,0.24489,67.74814000000002,0.0,0.0,0.0,28.53793,0.51007,0.0,2.7352200000000004,0.0,0.0,0.0,0.0,0.0
T2D-094,0.0,0.0,0.16075,46.04011999999999,0.0,0.0,0.0050100000000000006,51.464760000000005,0.0,0.0,2.3285299999999998,0.0,0.0,0.0,0.0008,0.0
T2D-095,0.0,0.0,1.6879199999999999,28.6006,0.0064600000000000005,0.0,0.0,47.37136999999999,0.00224,0.0,17.05705,0.0,0.0,0.0,5.27435,0.0
T2D-096,0.0,0.0,13.27136,51.1119,0.0,0.0,0.0,34.28941,0.0,0.0,1.32734,0.0,0.0,0.0,0.0,0.0
T2D-097,0.0,0.0,1.8166200000000003,68.17743999999999,0.01025,0.0,0.0,28.329850000000004,0.0,0.0,1.6658400000000002,0.0,0.0,0.0,0.0,0.0
T2D-098,0.0,0.0,4.624180000000001,62.51232999999999,0.0,0.0,0.0,27.848289999999995,0.0,0.0,4.929149999999999,0.0,0.08584,0.0,0.00026000000000000003,0.0
T2D-099,6.11233,0.0,4.33618,48.924229999999994,0.0028899999999999998,0.0,0.004220000000000001,29.543379999999992,0.0,0.0,10.11551,0.0,0.0,0.0,0.9613,0.0
T2D-100,0.0,0.0,0.22352999999999998,5.59601,0.06221,0.0,0.0,94.00324999999997,0.0,0.0,0.11496999999999999,0.0,0.0,0.0,0.0,0.0
T2D-101,0.0,0.0,0.9780899999999998,0.6685300000000001,0.0,0.0,0.0034,43.9481,0.0,0.0,54.401909999999994,0.0,0.0,0.0,0.0,0.0
T2D-102,0.0,0.0,11.83943,32.112629999999996,0.0,0.0,0.0,33.977150000000016,0.0,0.0,22.070790000000002,0.0,0.0,0.0,0.0,0.0
T2D-103,0.0,0.0,22.57048,37.86331,0.0,0.0,0.00484,39.227260000000015,0.0,0.0,0.33413,0.0,0.0,0.0,0.0,0.0
T2D-104,0.0,0.0,0.48307,54.805800000000005,0.00703,0.0,0.0,42.21312,0.0,0.0,2.48522,0.0,0.0,0.0,0.00576,0.0
T2D-105,0.0,0.0,0.27966,54.99777000000001,0.0,0.0,0.0,37.43261000000001,0.00333,0.0,7.285429999999999,0.0,0.00118,0.0,0.0,0.0
T2D-106,0.0,0.0,0.24195,79.03192999999999,0.0,0.0,0.0057799999999999995,18.981129999999993,0.0,0.0,1.7379799999999999,0.0,0.0,0.0,0.0012,0.0
T2D-107,0.0,0.0,2.67878,60.66516999999999,0.005520000000000001,0.0,0.0,35.21611,0.02834,0.0,1.4051700000000003,0.0,0.0,0.0,0.00093,0.0
DLF001,0.0,0.0,0.0,69.99826999999999,0.004529999999999999,0.0,0.0,25.834439999999994,0.6084,0.0,3.5543400000000003,0.0,0.0,0.0,0.0,0.0
DLF002,0.0,0.0,0.54095,35.81118,0.0,0.0,0.01235,57.2286,0.05451,0.0,6.17502,0.0,0.17740999999999998,0.0,0.0,0.0
DLF003,0.32424,0.0,0.5614,57.604789999999994,0.0,0.0,0.0,38.06805000000001,0.0,0.0,1.25932,0.0,0.0,0.0,2.1822,0.0
DLF004,0.0,0.0,0.05256,75.66037,0.0,0.0,0.0,16.859910000000006,3.9202399999999997,0.0,1.8887800000000001,0.0,0.0,0.0,1.61811,0.0
DLF005,0.0,0.0,0.22149000000000002,36.63338,0.0,0.0,0.0,62.60226,0.0,0.0,0.54284,0.0,0.0,0.0,0.0,0.0
DLF006,0.0,0.0,0.85488,55.16468,0.0,0.0,0.00702,35.30654000000001,0.0,0.0,8.64861,0.0,0.01828,0.0,0.0,0.0
DLF007,0.0,0.0,0.10467,70.64803000000002,0.0,0.0,0.0,24.835570000000004,1.04499,0.0,3.2698199999999997,0.0,0.09695,0.0,0.0,0.0
DLF008,0.0,0.0,0.47976,47.85702999999999,0.0,0.0,0.0,23.224169999999997,18.70383,0.0,9.73519,0.0,0.0,0.0,0.0,0.0
DLF010,1.29067,0.0,0.43643000000000004,40.83445000000001,0.0,0.00922,0.0,45.684170000000016,0.0,0.0,11.07982,0.0,0.09183,0.0,0.57344,0.0
DLM002,0.0,0.0,0.29044000000000003,46.96338999999999,0.0,0.0,0.0,51.09438,0.0,0.0,1.6095800000000002,0.0,0.0,0.0,0.042210000000000004,0.0
DLM003,0.0,0.0,0.0416,73.61731999999999,0.0,0.0,0.0,25.094980000000007,0.11562000000000001,0.0,1.1304900000000002,0.0,0.0,0.0,0.0,0.0
DLM004,0.0,0.0,0.6640699999999999,84.12041000000002,0.0,0.0,0.0,9.055899999999998,0.0,0.0,6.15275,0.0,0.0,0.0,0.0,0.0069099999999999995
DLM005,0.0,0.0,6.665959999999999,53.15154,0.00687,0.0,0.0,33.60226999999999,0.0,0.0,6.573379999999999,0.0,0.0,0.0,0.0,0.0
DLM006,0.10964,0.0,0.061739999999999996,38.791399999999996,0.0,0.00745,0.0,59.63257,0.0,0.0,1.39635,0.0,0.0,0.0,0.0008,0.0
DLM007,0.0,0.0,0.17339000000000002,70.11295,0.0,0.00734,0.0,27.871630000000003,0.0,0.0,1.7734900000000002,0.0,0.0,0.0,0.06117,0.0
DLM008,0.0,0.0,0.11275,58.189790000000016,0.0,0.0,0.00717,39.82884000000001,0.0,0.0,1.86148,0.0,0.0,0.0,0.0,0.0
DLM009,0.0,0.0,0.0169,5.45268,0.01561,0.0,0.0,90.53823,0.47565,0.0,3.370029999999999,0.0,0.0,0.0,0.1309,0.0
DLM011,0.0,0.0,0.0106,69.64719,0.0,0.01183,0.0,23.885750000000005,0.05939,0.0,6.385260000000001,0.0,0.0,0.0,0.0,0.0
DOF002,0.0,0.0,0.8104500000000001,60.39952000000001,0.0,0.0,0.0,30.98415,0.0,0.0,5.595780000000001,0.0,0.0,0.0,2.21013,0.0
DOF007,0.0,0.0,0.29316,90.59667000000002,0.0023,0.0,0.0,4.66194,0.0,0.0,4.44599,0.0,0.0,0.0,0.0,0.0
DOF009,0.0047799999999999995,0.0,14.307749999999999,56.63646000000002,0.0,0.0,0.0,24.56285,0.0,0.0,4.48813,0.0,0.0,0.0,0.0,0.0
DOF010,0.0,0.0,7.1937,24.632379999999994,0.0,0.0,0.0,36.70826,1.2644300000000002,0.0,25.95777,0.0,4.24353,0.0,0.0,0.0
DOF011,0.0,0.0,0.054759999999999996,40.60191999999999,0.0,0.0,0.0,57.42572,0.49917,0.0,1.41844,0.0,0.0,0.0,0.0,0.0
DOF012,0.0,0.0,16.764339999999997,17.20677,0.0,0.0,0.0,59.90683999999998,0.0,0.0,6.114580000000001,0.0,0.0,0.0,0.0,0.00747
DOF013,0.0,0.0,1.64502,50.11113000000001,0.0,0.0,0.0,45.96571,0.00403,0.0,2.27412,0.0,0.0,0.0,0.0,0.0
DOF014,0.0,0.0,17.948570000000004,50.83762,0.0,0.0,0.008409999999999999,30.964599999999997,0.0,0.0,0.16567,0.0,0.0,0.0,0.0751,0.0
DOM005,0.0,0.0,0.00716,76.35057,0.00165,0.0,0.0,11.747560000000002,1.83555,0.0,9.809859999999999,0.0,0.24691999999999997,0.0,0.0,0.00075
DOM012,0.02685,0.0,2.6599199999999996,25.120260000000002,0.0,0.0,0.0,57.11017,0.03835,0.0,11.081969999999998,0.0,3.9624699999999997,0.0,0.0,0.0
DOM014,0.0,0.0,0.40732999999999997,60.45006,0.0,0.0,0.0,34.864670000000004,0.04025,0.0,2.62224,0.0,1.4847,0.0,0.13075,0.0
DOM017,0.0,0.0,0.014779999999999998,62.05413999999999,0.0,0.0,0.0,25.725009999999997,11.18613,0.0,1.0199499999999997,0.0,0.0,0.0,0.0,0.0
DOM020,0.0,0.0,0.06756,56.40928,0.0,0.0,0.0,41.450419999999994,1.54504,0.0,0.52766,0.0,0.0,0.0,0.0,0.0
DOM021,0.0,0.0,0.17157000000000003,80.58959,0.0,0.0,0.0,15.766679999999996,0.01193,0.0,3.4602000000000004,0.0,0.0,0.0,0.0,0.0
DOM023,0.0,0.0,0.07353,84.80069,0.0,0.00406,0.0053100000000000005,13.36196,0.21566,0.0,1.3797299999999997,0.15905,0.0,0.0,0.0,0.0
DOM024,0.0,0.0,0.035309999999999994,74.06526000000001,0.0,0.0,0.0,24.81075999999999,0.0,0.0,1.0886799999999999,0.0,0.0,0.0,0.0,0.0
DOM025,0.0,0.0,1.48752,61.912379999999985,0.00829,0.0,0.00772,24.98655,0.0,0.0,11.52038,0.0,0.07715,0.0,0.0,0.0
NLF001,0.0,0.0,0.19446,39.936299999999996,0.0,0.0,0.0,58.56533999999999,0.0044,0.0,1.2932599999999999,0.0,0.0,0.0,0.006229999999999999,0.0
NLF002,0.0,0.0,0.17995,50.97717000000001,0.0,0.0,0.0,47.372489999999985,0.12649000000000002,0.0,1.34071,0.0,0.0,0.0,0.00173,0.00151
NLF005,0.0,0.0,0.13303,68.07603,0.0,0.0052899999999999996,0.0,29.569920000000007,0.0,0.0,2.21573,0.0,0.0,0.0,0.0,0.0
NLF006,0.0,0.0,0.25416,55.16552999999999,0.0,0.0,0.0,42.68194,0.00109,0.0,1.5578400000000001,0.0,0.0,0.0,0.33938,0.0
NLF007,0.0,0.0,0.06246,44.89268999999998,0.0,0.01346,0.00882,54.59579999999998,0.0,0.0,0.42241,0.0,0.00439,0.0,0.0,0.0
NLF009,0.0,0.0,0.05227,64.27757,0.0,0.0,0.0,33.94656000000001,0.0,0.0,1.7236200000000002,0.0,0.0,0.0,0.0,0.0
NLF010,0.0069,0.0,0.01353,70.0035,0.017419999999999998,0.0,0.0,26.876389999999997,0.039689999999999996,0.0,3.04263,0.0,0.0,0.0,0.0,0.0
NLF011,0.0,0.0,0.03038,73.30922999999999,0.0,0.0,0.0,25.98881,0.0,0.0,0.67156,0.0,0.0,0.0,0.0,0.0
NLF014,0.0,0.0,4.9133,73.99338,0.0,0.0,0.0,16.01721,2.22111,0.0,2.85505,0.0,0.0,0.0,0.0,0.0
NLM001,0.01229,0.0,0.0225,38.71006,0.0,0.0,0.0,50.26392,0.0,0.0,10.981900000000001,0.0,0.0,0.0,0.00939,0.0
NLM003,0.0,0.0,0.17106,72.96197999999998,0.0,0.0,0.0,14.37366,1.24658,0.0,11.24675,0.0,0.0,0.0,0.0,0.0
NLM005,0.0,0.0,0.04722,62.67991999999999,0.00875,0.0,0.0,33.3046,0.0,0.0,3.95952,0.0,0.0,0.0,0.0,0.0
NLM008,0.0,0.0054399999999999995,0.06111,31.905209999999997,0.0,0.0,0.0,67.00389000000003,0.01045,0.0,0.9913399999999999,0.0,0.0,0.0,0.02259,0.0
NLM009,0.0,0.0,0.25288,75.87253,0.0,0.0,0.0,22.38862,0.0,0.0,1.48595,0.0,0.0,0.0,0.0,0.0
NLM015,0.0,0.0,0.07236000000000001,64.64120999999999,0.0,0.0,0.0,25.693420000000003,0.63935,0.0,8.9537,0.0,0.0,0.0,0.0,0.0
NLM016,0.1253,0.0,0.0,80.45246,0.0,0.0,0.0,14.997950000000005,0.0,0.0,4.419550000000001,0.0,0.0,0.0,0.0,0.00475
