SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria,k__Archaea|p__Euryarchaeota|c__Methanococci,k__Bacteria|p__Acidobacteria|c__Acidobacteriia,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Chlorobi|c__Chlorobia,k__Bacteria|p__Deinococcus_Thermus|c__Deinococci,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Spirochaetes|c__Spirochaetia,k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Eukaryota|p__Ascomycota|c__Eurotiomycetes,k__Eukaryota|p__Ascomycota|c__Saccharomycetes
HV-16,0.0,0.0,0.0,0.01388,0.0,79.80512999999999,0.0,0.0,0.0,0.0,0.0,0.1641,15.28011,0.05263999999999999,3.8856699999999997,0.008,0.0,0.22657000000000002,0.34018,0.0,0.22371999999999997,0.0,0.0,0.0,0.0,0.0,0.0
HV-17,0.0,0.0,0.0,0.28281,0.0,91.86827,0.0,0.0,0.0,0.0,0.0,0.035269999999999996,6.167769999999999,0.00303,0.06951000000000002,0.00974,0.0,1.1457899999999999,0.20038,0.0,0.21307,0.0,0.004379999999999999,0.0,0.0,0.0,0.0
HV-18,0.0,0.0,0.01571,0.5500799999999999,0.0,76.83672999999999,0.0,0.0,0.0,0.0,0.0,0.02497,18.37761,0.14418,1.9726800000000002,0.0,0.0,0.36137,1.53087,0.0,0.18581,0.0,0.0,0.0,0.0,0.0,0.0
HV-19,0.0,0.0,0.0,0.03987,0.0,45.455870000000004,0.0,0.0,0.0,0.0,0.0,0.88492,40.850970000000004,0.93192,0.5787599999999999,0.4094,0.0,3.04163,0.05803,0.0033399999999999997,7.745289999999999,0.0,0.0,0.0,0.0,0.0,0.0
HV-1,0.0,0.0,0.0,0.24383,0.0,16.241819999999997,0.0,0.0,0.0,0.0,0.0,0.33764,79.94369000000002,1.09258,0.20468000000000003,0.5214,0.0,0.5009399999999999,0.00114,0.0,0.9123,0.0,0.0,0.0,0.0,0.0,0.0
HV-20,0.0,0.0,0.0,1.0868799999999998,0.0,49.48671,0.0,0.0,0.0,0.0,0.0,0.18042000000000002,39.29656,0.95599,4.01199,0.5232600000000001,0.0,2.0828900000000004,1.2530000000000001,0.0,0.18292000000000003,0.0,0.0,0.0,0.93935,0.0,0.0
HV-21,0.0,0.0,0.0,0.25669000000000003,0.0,58.872899999999994,0.0,0.0,0.0,0.0,0.0,0.00066,31.624889999999997,0.31325,2.1507699999999996,0.02327,0.0,0.5397,0.39454,0.0,5.823309999999999,0.0,0.0,0.0,0.0,0.0,0.0
HV-22,0.0,0.0,0.0,0.02665,0.0,61.703999999999986,0.0,0.0,0.0,0.0,0.0,0.17738,35.405150000000006,0.00039,0.69607,0.09117,0.0,0.14517,0.00988,0.0,1.7441499999999999,0.0,0.0,0.0,0.0,0.0,0.0
HV-23,0.0,0.0,0.0,0.27763,0.0,49.40281999999999,0.0,0.0,0.0,0.0,0.0,0.05965,44.732079999999996,0.0,1.1455799999999998,1.4987,0.0,1.52962,0.24424,0.0,0.9416900000000001,0.0,0.16801,0.0,0.0,0.0,0.0
HV-24,0.009909999999999999,0.0,0.0,0.89867,0.0,46.31253999999999,0.0,0.0,0.0,0.0,0.0,0.21281999999999998,33.615050000000004,0.35144,9.070030000000001,1.845,0.0,2.40089,0.98985,0.0,4.293839999999999,0.0,0.0,0.0,0.0,0.0,0.0
HV-25,0.0,0.0,0.0,0.12405999999999999,0.0,75.89806,0.018119999999999997,0.0,0.0,0.0,0.0,0.009890000000000001,18.186349999999997,0.047529999999999996,1.94834,0.20498000000000002,0.0,2.9331300000000002,0.24543999999999996,0.0,0.31540999999999997,0.0,0.0,0.0,0.06869,0.0,0.0
HV-26,0.27082,0.0,0.0,2.98733,0.0,45.62039000000001,0.0,0.0,0.00201,0.0,0.0,0.66015,38.76821,0.45977,0.3952,0.01878,0.0,0.13647,1.3971399999999998,0.0055899999999999995,8.91842,0.0,0.0,0.0,0.35971,0.0,0.0
HV-27,0.0,0.0,0.0,9.22603,0.0,34.42477999999999,0.0,0.0,0.0,0.0,0.0,0.26314,35.996689999999994,0.48748,0.16454999999999997,12.266800000000002,0.0,1.25434,0.58953,0.0,5.32668,0.0,0.0,0.0,0.0,0.0,0.0
HV-28,0.0,0.0,0.0,4.42931,0.0,51.764,0.0,0.0,0.0,0.0,0.01804,0.6175300000000001,33.28653,3.2323,4.77216,0.0,0.0,0.38994,1.25415,0.0,0.20967,0.0,0.0,0.0,0.02638,0.0,0.0
HV-29,0.0,0.0,0.0,0.7307600000000001,0.0,23.95040000000001,0.0,0.0,0.0,0.0,0.0,0.41153,33.645140000000005,1.20656,38.03458,0.47546000000000005,0.0,0.42240999999999995,0.10672,0.0,1.01426,0.0,0.0,0.0,0.00216,0.0,0.0
HV-2,0.0,0.0,0.0,0.08451,0.0,53.08976999999998,0.0,0.0,0.0,0.0,0.0,0.05606,24.711149999999996,0.0036200000000000004,16.12227,1.90432,0.0,0.0,0.0,0.0,4.02683,0.0,0.0,0.0,0.00149,0.0,0.0
HV-30,0.0,0.0,0.0,0.034210000000000004,0.0,80.70654,0.0,0.0,0.0,0.0,0.0,0.22667,14.25459,1.1842800000000002,0.06773000000000001,0.00978,0.0,1.4024,0.46706000000000003,0.0,1.64679,0.0,0.0,0.0,0.0,0.0,0.0
HV-31,0.0,0.0,0.0,0.54679,0.0,56.521109999999986,0.0,0.0,0.0,0.0,0.0,0.28570999999999996,36.89075999999999,0.04838,4.8215900000000005,0.0,0.0,0.34296000000000004,0.19971,0.0,0.34298,0.0,0.0,0.0,0.0,0.0,0.0
HV-3,0.0,0.0,0.0,0.06124,0.0,78.35891000000002,0.028489999999999998,0.0,0.0,0.0,0.0,0.09094000000000001,17.025180000000002,0.67936,0.08107,1.02874,0.0,1.28206,0.43470000000000003,0.0,0.92933,0.0,0.0,0.0,0.0,0.0,0.0
HV-4,0.0,0.0,0.0,0.9681900000000001,0.0,49.88705999999999,0.0,0.0,0.0,0.0,0.0,0.0622,47.24436,0.0,0.54323,0.0,0.0,0.688,0.2656,0.0,0.34138,0.0,0.0,0.0,0.0,0.0,0.0
HV-5,0.0,0.0,0.0,0.07551,0.0,81.01728999999997,0.0,0.0,0.0,0.0,0.0,0.03959,16.10772,0.00941,0.08654999999999999,0.20205,0.0,0.07902999999999999,0.5576099999999999,0.0,1.82527,0.0,0.0,0.0,0.0,0.0,0.0
HV-6,0.0,0.0,0.0,0.41686,0.0,39.43494999999999,0.0,0.0,0.0,0.0,0.0,0.04636,54.01830000000001,0.05129,0.0865,0.0,0.0,1.68334,1.22406,0.0,3.0247400000000004,0.0,0.00451,0.0,0.00908,0.0,0.0
HV-7,0.0,0.0,0.0,0.80778,0.0,57.885859999999994,0.0,0.0,0.0,0.0,0.0,0.39846,30.48459,0.17638,3.21718,0.0,0.0,0.07684,0.77037,0.0,0.38678,0.0,0.0,0.0,5.79576,0.0,0.0
HV-8,1.3349600000000001,0.0,0.0,0.62881,0.0,45.071369999999995,0.0,0.0,0.0,0.0,0.0,0.0,48.60357,0.14484,0.04135,0.0,0.0,1.21802,1.04775,0.0,0.7625,0.0,0.0,0.0,1.14687,0.0,0.0
HV-9,0.0,0.0,0.0,0.01976,0.0,80.23474,0.0,0.0,0.0,0.0,0.0,0.15479,15.705789999999997,0.25015000000000004,3.0238700000000005,0.0,0.0,0.41272,0.03658,0.0,0.16161,0.0,0.0,0.0,0.0,0.0,0.0
LD-10,0.0,0.0,0.0,0.23932000000000003,0.0,65.22907999999998,0.0,0.01091,0.0,0.0,0.0,0.024390000000000002,22.495450000000005,0.058730000000000004,0.12963,0.5277499999999999,0.0,0.64213,0.5928300000000001,0.0,10.048680000000001,0.0,0.0,0.0,0.0011099999999999999,0.0,0.0
LD-11,0.0,0.0,0.0,0.11738999999999998,0.0,53.50149000000001,0.0,0.0,0.0,0.0,0.0,0.038979999999999994,26.557340000000003,0.12673,18.94838,0.0,0.0,0.26174000000000003,0.30741,0.0,0.09398999999999999,0.0,0.044910000000000005,0.0,0.0016600000000000002,0.0,0.0
LD-12,0.0,0.0,0.0,0.08105,0.0,55.68967000000001,0.0,0.0,0.0,0.0,0.0,0.12101,42.623889999999996,0.027460000000000002,0.18514,0.0,0.0,0.08892,0.7469899999999999,0.0,0.43583000000000005,0.0,0.0,0.0,0.0,0.0,0.0
LD-13,0.0,0.0,0.0,0.02001,0.0,87.16009999999999,0.0,0.0,0.0,0.0,0.0,0.0377,9.11656,0.0038299999999999996,1.2023100000000002,0.0018800000000000002,0.0,1.6440000000000001,0.30824,0.0,0.14693,0.0,0.0,0.0,0.35843,0.0,0.0
LD-14,0.0,0.0,0.0,0.06903999999999999,0.0,62.893130000000006,0.0,0.0,0.0,0.0,0.0,3.27113,28.09179,0.04685,1.7020300000000002,0.0,0.0,0.16595,0.36216,0.0,3.3936,0.0,0.00436,0.0,0.0,0.0,0.0
LD-15,0.039060000000000004,0.0,0.0,0.22572,0.0,50.54414999999999,0.0,0.0,0.0,0.0,0.0,0.07169,22.61894,0.37647,20.639219999999998,0.00371,0.0,3.05746,0.5898000000000001,0.0,1.7469599999999998,0.0,0.0,0.0,0.08684,0.0,0.0
LD-17,0.06976,0.0,0.0,0.12687,0.0,65.89589000000001,0.0,0.0,0.00123,0.0,0.0,1.9045300000000003,16.980220000000003,0.08225,6.43331,0.00425,0.0,2.76762,0.59195,0.0020800000000000003,5.140049999999999,0.0,0.0,0.0,0.0,0.0,0.0
LD-18,0.0,0.0,0.0,0.17498000000000002,0.0,4.22731,0.0,0.0,0.0,0.0,0.0,0.28733,1.10103,0.07463,0.25321000000000005,0.7993899999999999,0.0,0.08616,0.0,0.00045,92.99552000000001,0.0,0.0,0.0,0.0,0.0,0.0
LD-19,0.0,0.0,0.0,0.12322,0.0,69.34209,0.0,0.0,0.0,0.0,0.0,7.116910000000001,5.55341,0.3925,10.124469999999999,0.019459999999999998,0.0,0.40853,0.05354,0.0,6.865839999999999,0.0,0.0,0.0,0.0,0.0,0.0
LD-1,0.0,0.0,0.0,0.051359999999999996,0.0,36.64593,0.0,0.0,0.0,0.0,0.0,10.56864,46.01277999999999,0.0558,5.54199,0.056479999999999995,0.0,0.09885,0.36672,0.0009,0.60056,0.0,0.0,0.0,0.0,0.0,0.0
LD-20,0.0,0.0,0.0,0.14850999999999998,0.0,52.622830000000015,0.0,0.0,0.0,0.0,0.0,4.3374000000000015,19.214740000000006,0.008919999999999999,6.994470000000001,1.39246,0.0,2.1440200000000003,0.00743,0.06592999999999999,13.059309999999996,0.0,0.0,0.0,0.00394,0.0,0.0
LD-21,0.0,0.0,0.0,0.03028,0.0,55.39507,0.0,0.0,0.0,0.00391,0.0,1.7619299999999996,22.108880000000003,0.023610000000000003,12.386939999999997,0.31284,0.0,0.4016,0.0,0.15742,7.417549999999999,0.0,0.0,0.0,0.0,0.0,0.0
LD-22,0.0,0.0,0.00216,0.042269999999999995,0.0,65.65954999999998,0.0,0.0,0.0,0.0,0.00235,4.62205,15.205899999999998,0.05636000000000001,1.5889099999999998,0.0,0.0,0.08388999999999999,0.97559,0.00909,2.81322,0.0,0.07076,0.0,8.86797,0.0,0.0
LD-23,0.0,0.0,0.0,0.7867,0.0,17.3047,0.0,0.0,0.0035,0.0,0.0,0.6208799999999999,24.93632,0.51398,29.34705,0.5176,0.0,0.21817000000000003,0.18569000000000002,0.0,25.564169999999997,0.0,0.0,0.0,0.0012699999999999999,0.0,0.0
LD-24,0.0,0.0,0.0,0.79117,0.0,40.565859999999994,0.0,0.0,0.0,0.0,0.0,10.01718,22.78665999999999,0.06722,24.62962,0.15262,0.0,0.12467,0.5358999999999999,0.01831,0.30827,0.0,0.00165,0.0,0.0008699999999999999,0.0,0.0
LD-25,0.32528,0.00355,0.0,1.1958,0.0,61.43534999999999,0.0,0.0,0.0,0.0,0.0,0.93947,24.68269,0.011009999999999999,7.400900000000002,0.0,0.0,1.1595799999999998,0.6793899999999999,0.0,2.11354,0.0,0.04732,0.0,0.00613,0.0,0.0
LD-26,0.0,0.0,0.0,0.4130600000000001,0.0,51.34053,0.0,0.0,0.00057,0.0,0.0,3.1250600000000004,28.600140000000003,0.7738600000000001,3.2433299999999994,1.32923,0.0,0.8626099999999999,0.0247,0.0,10.2613,0.0,0.0,0.0,0.02562,0.0,0.0
LD-27,0.0,0.0,0.0,0.20322,0.0,49.81906,0.0,0.0,0.0,0.0,0.0,5.853280000000001,36.832899999999995,0.0548,3.5198400000000003,0.31636,0.0,0.43868,0.08501,0.0,2.86765,0.0,0.0,0.0,0.0092,0.0,0.0
LD-28,0.0,0.0,0.0,0.28079,0.0,15.43954,0.0,0.0,0.0,0.0,0.0,1.06204,4.85206,0.10899999999999999,2.89336,5.207879999999999,0.0,0.25799,0.043230000000000005,0.0,69.75728000000001,0.0,0.0,0.0,0.09684,0.0,0.0
LD-29,0.0,0.0,0.0,0.6363300000000001,0.0,65.35997999999998,0.0,0.0,0.0,0.0,0.0,0.05182,23.417060000000003,0.05667999999999999,7.1346300000000005,0.08577,0.0,0.45754,0.34236,0.0,2.196,0.0,0.0,0.0,0.26183,0.0,0.0
LD-2,0.0,0.0,0.0,1.4484599999999999,0.0,32.87968,0.0,0.0,0.00364,0.0,0.0,5.852080000000001,28.216159999999995,0.12559,12.57899,0.50174,0.0,0.24989,0.06674999999999999,0.21597,17.8562,0.0,0.0,0.0,0.0049,0.0,0.0
LD-30,0.0,0.0,0.0,0.3323099999999999,0.0,59.464760000000005,0.0,0.00621,0.00823,0.0,0.0,8.359009999999998,16.840309999999995,0.06579,9.055750000000002,0.00064,0.0,0.11561,0.32806,0.0097,0.48269,0.0,0.02504,0.0,4.90589,0.0,0.0
LD-31,0.0,0.0,0.0,0.88407,0.0,52.377810000000004,0.0,0.0,0.0,0.0,0.01253,3.4878400000000003,29.780540000000002,0.44200999999999996,0.34664999999999996,0.0,0.0,1.3139999999999998,5.106090000000001,0.0,6.23876,0.0,0.0,0.0,0.00972,0.0,0.0
LD-32,0.0,0.0,0.0,0.05738000000000001,0.0,48.352059999999994,0.0,0.0,0.0,0.0,0.0,0.3044,32.03774000000001,0.04937,3.98686,0.37601,0.0,0.19218000000000002,0.0,0.0969,14.547080000000003,0.0,0.0,0.0,0.0,0.0,0.0
LD-34,0.039139999999999994,0.0,0.0,3.9616700000000002,0.0,54.57555,0.0,0.0,0.0,0.0,0.00539,0.09955,37.76101999999999,0.45796,0.07819999999999999,0.0,0.0,1.46071,0.36257,0.0,1.1982399999999997,0.0,0.0,0.0,0.0,0.0,0.0
LD-35,0.0,0.0,0.0,3.15331,0.0,43.150600000000004,0.0,0.0,0.0049,0.0,0.0,0.40967,18.3372,1.5721999999999998,0.17564999999999997,0.0013,0.0,0.56533,1.01221,0.0,0.6926,0.0,0.0,0.0,30.925009999999997,0.0,0.0
LD-36,0.0,0.0,0.0,0.20057999999999998,0.0,53.12953999999999,0.0,0.0,0.0,0.0,0.0,0.7471800000000001,38.08677999999999,0.34332,5.309279999999999,0.00238,0.0,0.0673,0.0,0.0009400000000000001,2.11266,0.0,0.0,0.0,0.0,0.0,0.0
LD-37,0.0,0.0,0.0,0.24092,0.0,34.81441000000002,0.00903,0.0,0.0,0.0,0.0,0.00428,44.26529,0.23333000000000004,0.05377,11.00156,0.0,7.58786,0.37257,0.0,1.41701,0.0,0.0,0.0,0.0,0.0,0.0
LD-38,0.0,0.0,0.0,1.1092499999999998,0.0,42.216620000000006,0.00442,0.0,0.0,0.0,0.0,9.180440000000003,35.052049999999994,0.02562,6.0526300000000015,0.34181000000000006,0.0,0.055369999999999996,0.03889,0.08239,5.84053,0.0,0.0,0.0,0.0,0.0,0.0
LD-39,0.0,0.0,0.0,0.9837500000000001,0.0,53.25910000000001,0.0,0.0,0.0,0.0,0.0,6.50257,34.782630000000005,0.14959,4.1820699999999995,0.0027199999999999998,0.0,0.02118,0.09796,0.0,0.01836,0.0,0.0,0.0,0.0,0.0,0.0
LD-3,0.0,0.0,0.0,0.10803,0.0,63.90901,0.0,0.0,0.0010299999999999999,0.0,0.0,4.181080000000001,25.666549999999997,0.08123,3.3856900000000003,1.3572799999999998,0.0,0.5598,0.14836,0.03779999999999999,0.5641499999999999,0.0,0.0,0.0,0.0,0.0,0.0
LD-40,0.0,0.0,0.0,2.24595,0.013890000000000001,47.000750000000004,0.0,0.0,0.0,0.0,0.0,17.02682,9.502460000000001,0.08564000000000001,8.37388,0.10919000000000001,0.0,13.469439999999999,0.03438,0.18875,1.8887099999999999,0.0,0.0,0.0,0.060129999999999996,0.0,0.0
LD-41,0.0,0.0,0.0,0.25994,0.0,81.16154999999999,0.0,0.0,0.0014199999999999998,0.0,0.0,0.0595,15.01306,0.05255,0.90694,0.00043,0.0,0.21781999999999999,0.5861700000000001,0.0,1.4118300000000001,0.0,0.0,0.0,0.32874000000000003,0.0,0.0
LD-42,0.0,0.0,0.0,1.0702800000000001,0.0,65.38510000000001,0.0,0.0,0.0,0.0,0.0,1.15544,25.243520000000004,0.05143999999999999,3.9384499999999996,0.0,0.0,0.13672,0.41719,0.01155,1.745,0.0,0.0,0.0,0.8453299999999999,0.0,0.0
LD-43,0.0,0.0,0.0,0.20065,0.0,53.02040000000001,0.0,0.0,0.00318,0.0,0.0,5.21888,17.31362,0.11418,17.94503,0.15058,0.0,0.42042000000000007,0.14722999999999997,0.0319,3.1735500000000005,0.0,0.0,0.0,2.26038,0.0,0.0
LD-44,0.0,0.0,0.0,0.58837,0.0,33.59533999999999,0.0,0.0,0.0,0.0,0.0,8.723969999999998,12.6688,0.11205999999999999,35.71002000000001,0.58053,0.0,0.16722,0.028909999999999998,0.16902,7.655739999999999,0.0,0.0,0.0,0.0,0.0,0.0
LD-46,0.0,0.0,0.0,0.43490000000000006,0.0,87.13034000000002,0.0,0.0,0.0,0.0,0.0,0.07674000000000002,10.206100000000001,0.0326,0.29151,0.0,0.0,0.65856,0.21527,0.0,0.93398,0.0,0.0,0.0,0.020040000000000002,0.0,0.0
LD-47,0.0,0.0,0.0,0.15126,0.0,36.727959999999996,0.0072,0.0,0.0,0.0,0.0,0.8713899999999998,44.268250000000016,0.0632,10.722290000000001,0.01207,0.0,0.51245,0.008759999999999999,0.0,2.78395,0.0,0.0,0.0,3.8712400000000002,0.0,0.0
LD-48,0.0,0.0,0.0,0.15814000000000003,0.0,61.76443,0.0,0.0,0.0,0.0,0.0,13.24194,14.55764,0.0016600000000000002,2.1966699999999997,0.00353,0.0,0.25873,0.0,0.0572,7.76008,0.0,0.0,0.0,0.0,0.0,0.0
LD-49,0.0,0.0,0.0,1.8574800000000005,0.0,65.79902000000001,0.0,0.0,0.0,0.0,0.0,3.5582199999999995,16.56032,0.41081,10.070820000000001,0.22505,0.0,1.0160799999999999,0.28099,0.0,0.20221,0.0,0.0,0.0,0.01811,0.0,0.0009199999999999999
LD-4,0.0,0.0,0.0,0.21090000000000003,0.0,52.89613999999999,0.0,0.0,0.0,0.0,0.0,0.28213,42.37377000000002,0.24702000000000002,1.1378899999999998,0.01995,0.0,0.07099,1.76464,0.0,0.9964999999999999,0.0,0.0,0.0,0.0,0.0,0.0
LD-50,0.0,0.0,0.0,0.40756,0.0,32.63446,0.0,0.0,0.0,0.0,0.0,1.34138,17.68491,0.01833,9.664200000000001,0.0016300000000000002,0.0,0.42819999999999997,0.010929999999999999,0.0054399999999999995,37.800000000000004,0.0,0.0,0.0,0.00294,0.0,0.0
LD-51,0.0,0.0,0.0,0.21814,0.0,46.30005999999999,0.0,0.0,0.00181,0.0,0.0,7.94177,8.941180000000001,0.51489,16.19917,0.89144,0.0,0.20881000000000002,0.0,0.18718,18.59329,0.0,0.0,0.0,0.00223,0.0,0.0
LD-52,0.5407,0.0,0.0,3.34645,0.0,44.98677000000001,0.0,0.0,0.00617,0.0,0.0,1.63994,18.993780000000008,0.26485000000000003,1.1455,0.00841,0.0,0.7783599999999999,0.08766,0.00033999999999999997,26.206709999999994,0.0,0.00037999999999999997,0.0,1.9939200000000001,0.0,0.0
LD-53,0.0,0.0,0.0,0.12617,0.0,19.509930000000004,0.0,0.0,0.0,0.0,0.0,8.222330000000001,10.263990000000002,0.054099999999999995,47.71645000000001,2.27826,0.0,2.0997500000000002,0.00328,0.33786,9.38788,0.0,0.0,0.0,0.0,0.0,0.0
LD-54,0.0,0.0,0.0,0.048620000000000003,0.0,23.331169999999997,0.0,0.0,0.0,0.0,0.0,13.369720000000001,46.01936,0.05798,14.890979999999999,0.35742,0.0,1.2404400000000004,0.07967,0.04269,0.40018000000000004,0.0,0.0,0.0,0.1618,0.0,0.0
LD-55,0.0,0.0,0.0,0.84297,0.0,37.6284,0.0,0.0,0.0,0.0,0.0,0.15990999999999997,59.473429999999986,0.29603,0.53935,0.01182,0.0,0.13978000000000002,0.26092000000000004,0.0,0.14828,0.0,0.0,0.11163,0.38745999999999997,0.0,0.0
LD-56,0.0,0.0,0.0,0.36576000000000003,0.0,74.34160999999999,0.0,0.03211,0.0,0.0,0.0,0.46287,17.79178,0.00732,2.82054,0.8255600000000001,0.0,2.05862,0.0,0.0,1.29379,0.0,0.0,0.0,0.0,0.0,0.0
LD-57,0.0,0.0,0.0,0.41013999999999995,0.0,16.64066,0.01057,0.0,0.0,0.0,0.0,21.585749999999994,0.42113,0.0022199999999999998,54.492369999999994,0.42869,0.0,0.01656,0.0,0.07016,5.92175,0.0,0.0,0.0,0.0,0.0,0.0
LD-58,0.0,0.0,0.0,0.14705000000000001,0.0,64.27356999999999,0.0,0.0,0.0,0.0,0.0,0.20526,33.69552,0.21595999999999999,0.12473000000000001,0.012159999999999999,0.0,0.90229,0.13773000000000002,0.0,0.28575000000000006,0.0,0.0,0.0,0.0,0.0,0.0
LD-59,0.0,0.0,0.0,0.15033000000000002,0.0,73.51554000000002,0.0,0.0,0.0,0.0,0.0,0.43389,23.491860000000003,0.02565,0.6341200000000001,0.00402,0.0,0.024319999999999998,0.08185,0.0,1.5441299999999998,0.0,0.09425,0.0,0.0,0.0,0.0
LD-5,0.0,0.0,0.0,2.3118499999999997,0.0,20.489520000000002,0.0,0.0,0.0,0.0,0.0,39.158719999999995,24.334279999999993,0.10814,12.78963,0.05642,0.0,0.30918999999999996,0.0,0.0941,0.34809999999999997,0.0,0.0,0.0,0.0,0.0,0.0
LD-60,0.0026,0.0,0.0,0.057109999999999994,0.0,56.251189999999994,0.0,0.0,0.0,0.0,0.0,12.223490000000002,17.49263,0.34749,7.939839999999999,0.48515,0.0,0.0675,0.029429999999999998,0.08996,5.01358,0.0,0.0,0.0,0.0,0.0,0.0
LD-61,0.0,0.0,0.0,2.48199,0.0,44.37202,0.0,0.0,0.0,0.0,0.0,12.241780000000004,21.30006,0.7627900000000001,12.67762,2.5761100000000003,0.0,0.03997,0.0,0.09811,3.4495600000000004,0.0,0.0,0.0,0.0,0.0,0.0
LD-62,0.0,0.0,0.0,0.7098200000000001,0.0,72.02638,0.0,0.0,0.0,0.0,0.0,1.30492,8.29027,0.66533,15.13397,0.025039999999999996,0.0,0.07379,0.0,0.01736,1.7531599999999998,0.0,0.0,0.0,0.0,0.0,0.0
LD-63,0.0,0.0,0.0,0.49398,0.0,78.54647000000003,0.0,0.0,0.0,0.0,0.0,7.445140000000001,11.84278,0.07649,1.3229700000000002,0.15071,0.0,0.025660000000000002,0.01541,0.0,0.08037,0.0,0.0,0.0,0.0,0.0,0.0
LD-64,0.0,0.0,0.0,3.71932,0.0,12.449619999999998,0.0,0.0,0.0,0.0,0.0,34.809239999999996,31.32525,0.026660000000000003,16.242269999999998,0.12313000000000002,0.0,0.35613,0.01083,0.0065699999999999995,0.9265200000000001,0.0,0.0,0.0,0.0,0.0,0.00449
LD-65,0.31585,0.00503,0.0,0.4132,0.0,39.750200000000014,0.0,0.0,0.0,0.0,0.0,12.226220000000001,25.996419999999997,0.15661999999999998,7.21527,0.01309,0.0,0.20137000000000002,0.04973,0.0,13.65704,0.0,0.0,0.0,0.0,0.0,0.0
LD-66,0.0,0.0,0.0,1.3780299999999999,0.0,23.638339999999996,0.0,0.0,0.0,0.0,0.0,11.745060000000002,11.4232,0.06236,27.108570000000004,1.79469,0.0,2.3768,0.00224,0.28836,20.174960000000002,0.0,0.0,0.0,0.0,0.0,0.00745
LD-67,0.0,0.0,0.0,0.13133,0.0,80.47847999999999,0.0,0.0,0.00367,0.0,0.0,0.12114,16.164440000000003,0.1196,0.24044000000000004,0.0,0.0,1.69078,0.46025999999999995,0.0,0.5898300000000001,0.0,0.0,0.0,0.0,0.0,0.0
LD-68,0.0,0.0,0.0,1.9112,0.0,24.42848,0.0,0.0,0.00811,0.0,0.0,2.1243,61.53020000000001,0.047909999999999994,3.32652,0.44550999999999996,0.0,1.30057,0.0,0.01575,4.833089999999999,0.0,0.0,0.0,0.02833,0.0,0.0
LD-69,0.0,0.0,0.0,0.051379999999999995,0.0,74.25534000000002,0.0,0.00806,0.0,0.0,0.0,0.5833900000000001,6.690719999999998,0.24097,7.64056,3.8500799999999997,0.0,0.00549,0.0002,0.01143,6.660550000000001,0.0,0.0,0.0,0.00185,0.0,0.0
LD-6,0.0,0.0,0.0,0.23528,0.0,30.38779999999999,0.0,0.0,0.0,0.0,0.0,3.9023900000000005,37.86482000000001,0.060750000000000005,2.62632,0.00782,0.0,0.0,0.01381,0.0,24.14418,0.0,0.04381,0.0,0.71302,0.0,0.0
LD-70,0.0,0.0,0.0,0.31939,0.0,49.123200000000004,0.008029999999999999,0.0,0.0,0.0,0.0,5.9827900000000005,12.541129999999997,0.13128,20.14875,0.84864,0.0,0.09792,0.14966000000000002,0.13469,10.514529999999997,0.0,0.0,0.0,0.0,0.0,0.0
LD-71,0.0,0.0,0.0,0.39764,0.0,63.77962,0.0,0.0,0.0,0.0,0.0,2.4956499999999995,8.430560000000003,0.33646,4.072649999999999,1.28026,0.0,0.44022,0.0,0.04044,18.72653,0.0,0.0,0.0,0.0,0.0,0.0
LD-72,0.0,0.0,0.0,0.019070000000000004,0.0,31.62168,0.0,0.0,0.0,0.0,0.0,0.8963500000000001,14.874279999999999,0.27502999999999994,0.14724999999999996,0.34292,0.0,0.01726,0.0,0.0,51.80550999999999,0.0,0.0,0.0,0.00067,0.0,0.0
LD-73,0.0,0.0,0.0,0.34807000000000005,0.0,49.928740000000005,0.00456,0.0,0.0,0.0,0.0,1.02114,42.10852,0.21169,1.6289600000000002,0.09387999999999999,0.0,0.12158000000000001,0.29766,0.0002,4.031720000000001,0.0,0.0,0.06888999999999999,0.1344,0.0,0.0
