SampleID,k__Archaea|p__Euryarchaeota,k__Bacteria|p__Acidobacteria,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Bacteroidetes,k__Bacteria|p__Candidatus_Saccharibacteria,k__Bacteria|p__Chlorobi,k__Bacteria|p__Deinococcus_Thermus,k__Bacteria|p__Firmicutes,k__Bacteria|p__Fusobacteria,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Spirochaetes,k__Bacteria|p__Synergistetes,k__Bacteria|p__Tenericutes,k__Bacteria|p__Verrucomicrobia,k__Eukaryota|p__Ascomycota
LD-61,0.0,0.0,2.48199,44.37202,0.0,0.0,0.0,46.98224999999999,2.5761100000000003,3.5876400000000004,0.0,0.0,0.0,0.0,0.0
LD-62,0.0,0.0,0.7098200000000001,72.02638,0.0,0.0,0.0,25.39449,0.025039999999999996,1.84431,0.0,0.0,0.0,0.0,0.0
LD-63,0.0,0.0,0.49398,78.54647000000003,0.0,0.0,0.0,20.68738,0.15071,0.12144,0.0,0.0,0.0,0.0,0.0
LD-64,0.0,0.0,3.71932,12.449619999999998,0.0,0.0,0.0,82.40342000000001,0.12313000000000002,1.30005,0.0,0.0,0.0,0.0,0.00449
LD-65,0.32088,0.0,0.4132,39.750200000000014,0.0,0.0,0.0,45.59453000000001,0.01309,13.908139999999998,0.0,0.0,0.0,0.0,0.0
LD-66,0.0,0.0,1.3780299999999999,23.638339999999996,0.0,0.0,0.0,50.339190000000016,1.79469,22.842360000000006,0.0,0.0,0.0,0.0,0.00745
LD-67,0.0,0.0,0.13133,80.47847999999999,0.00367,0.0,0.0,16.64562,0.0,2.7408699999999993,0.0,0.0,0.0,0.0,0.0
LD-68,0.0,0.0,1.9112,24.42848,0.00811,0.0,0.0,67.02892999999999,0.44550999999999996,6.149409999999999,0.0,0.0,0.0,0.02833,0.0
LD-69,0.0,0.0,0.051379999999999995,74.26340000000002,0.0,0.0,0.0,15.155639999999995,3.8500799999999997,6.67767,0.0,0.0,0.0,0.00185,0.0
LD-6,0.0,0.0,0.23528,30.38779999999999,0.0,0.0,0.0,44.454280000000004,0.00782,24.157989999999998,0.0,0.04381,0.0,0.71302,0.0
LD-70,0.0,0.0,0.31939,49.13123,0.0,0.0,0.0,38.80395000000001,0.84864,10.896799999999999,0.0,0.0,0.0,0.0,0.0
LD-71,0.0,0.0,0.39764,63.77962,0.0,0.0,0.0,15.335320000000003,1.28026,19.20719,0.0,0.0,0.0,0.0,0.0
LD-72,0.0,0.0,0.019070000000000004,31.62168,0.0,0.0,0.0,16.192909999999998,0.34292,51.82276999999999,0.0,0.0,0.0,0.00067,0.0
LD-73,0.0,0.0,0.34807000000000005,49.9333,0.0,0.0,0.0,44.97031,0.09387999999999999,4.451160000000001,0.0,0.0,0.06888999999999999,0.1344,0.0
LD-74,0.0,0.0,0.32569000000000004,35.57079999999999,0.0,0.0,0.0038200000000000005,39.70591,0.73641,23.657370000000007,0.0,0.0,0.0,0.0,0.0
LD-75,0.0,0.0,0.22177,38.807449999999996,0.0,0.0,0.0,52.02969999999999,4.150369999999999,4.790729999999999,0.0,0.0,0.0,0.0,0.0
LD-76,0.0,0.0,8.668009999999997,39.65197999999999,0.0054199999999999995,0.0,0.0,34.77067999999999,0.7803599999999999,16.12217,0.0,0.00128,0.0,0.0,0.0
LD-77,0.0,0.0,2.5597499999999997,26.451029999999996,0.00143,0.0,0.0,52.13694,2.38203,16.46853000000001,0.0,0.0,0.0,0.00033999999999999997,0.0
LD-78,0.0,0.0,0.08419,41.26323000000001,0.0,0.0,0.0,55.79185000000002,0.18600999999999998,2.67311,0.0,0.0,0.0,0.00164,0.0
LD-79,0.0,0.0,0.43737000000000004,25.525589999999994,0.00668,0.0,0.0,67.66875000000003,1.03853,5.3096000000000005,0.00014,0.00889,0.0,0.00449,0.0
LD-7,0.0,0.0,0.30844,70.98116,0.0,0.0,0.0,26.39203,0.0037600000000000003,2.3146100000000005,0.0,0.0,0.0,0.0,0.0
LD-80,0.0,0.0,0.25377,49.280849999999994,0.0,0.0,0.0,46.83966999999999,0.04921999999999999,3.57651,0.0,0.0,0.0,0.0,0.0
LD-81,0.0,0.0,6.15425,61.254690000000004,0.00427,0.0,0.00499,22.81492999999999,0.05754,9.410340000000001,0.0,0.29395,0.0,0.00509,0.0
LD-82,0.0,0.0,5.28051,13.51607,0.0,0.0,0.00545,67.77493,0.26311,13.146300000000002,0.0,0.0,0.0,0.013580000000000002,0.0
LD-83,0.0,0.0,0.27953,67.59155,0.0,0.0,0.00361,28.556669999999997,0.00592,0.54437,0.0,0.0,0.0,3.01837,0.0
LD-84,0.0,0.0,0.07286000000000001,59.92193999999999,0.00103,0.0,0.00213,31.79562,0.70416,3.4105399999999997,0.0,0.0,0.0,4.09169,0.0
LD-85,0.0,0.0,1.3627500000000001,46.34506,0.0,0.0,0.00159,47.70316999999999,0.01077,4.5721799999999995,0.0,0.0,0.0,0.0045,0.0
LD-86,0.18414,0.0,0.23796000000000003,35.68896999999999,0.0,0.0,0.0027600000000000003,56.18476000000001,0.054920000000000004,7.638729999999999,0.0,0.0028399999999999996,0.0,0.0049,0.0
LD-87,0.0,0.0,0.39607000000000003,69.0097,0.0,0.0,0.0,19.913689999999995,3.18445,7.496060000000001,0.0,0.0,0.0,0.0,0.0
LD-88,0.0,0.0,2.48225,13.695440000000001,0.0029,0.0,0.0,34.825790000000005,0.46076,48.526330000000016,0.0,0.0,0.00275,0.00385,0.0
LD-89,0.0,0.0,0.00989,59.14159000000001,0.0,0.0,0.0,26.69625000000001,3.48583,10.66645,0.0,0.0,0.0,0.0,0.0
LD-8,0.0,0.0,11.721540000000001,40.87958999999999,0.0,0.0,0.0,39.329400000000014,0.007559999999999999,8.061879999999999,0.0,0.0,0.0,0.0,0.0
LD-90,0.0,0.0,1.70031,37.64220999999999,0.0,0.0,0.0,48.179100000000005,0.38051999999999997,12.01096,0.0,0.0,0.0,0.08688,0.0
LD-91,0.0,0.0,1.35944,28.59841,0.0,0.0,0.00659,67.22552999999999,0.02393,2.78609,0.0,0.0,0.0,0.0,0.0
LD-92,0.0,0.0,0.08458,49.49666999999999,0.005719999999999999,0.0,0.0,31.729890000000005,5.156639999999999,13.522140000000002,0.0,0.00439,0.0,0.0,0.0
LD-93,0.0,0.0,0.28791,44.29724,0.05022,0.0,0.0,47.82067000000002,0.02693,7.517009999999999,0.0,0.0,0.0,0.0,0.0
LD-94,0.0,0.0,0.07597,50.976020000000005,0.0,0.0,0.0,39.21201999999999,3.9520100000000005,5.7803200000000015,0.0,0.0,0.0,0.0018899999999999998,0.0018
LD-95,0.0,0.0,0.04497,79.50079999999998,0.00339,0.0,0.0,18.966430000000006,0.056440000000000004,1.42801,0.0,0.0,0.0,0.0,0.0
LD-96,0.0,0.0,0.16951000000000002,38.207270000000015,0.00984,0.0,0.0,30.63977,1.14689,29.826690000000003,0.0,0.0,0.0,0.0,0.0
LD-97,0.0,0.0,0.10951,59.39477999999999,0.0,0.0,0.00323,39.40838999999997,0.01831,1.0314800000000002,0.0,0.0,0.0,0.03427,0.0
LD-98,0.0,0.0,0.06838999999999999,50.190780000000004,0.0,0.0,0.0,27.541930000000008,14.78129,7.41761,0.0,0.0,0.0,0.0,0.0
LD-9,0.0,0.0,0.05425,65.43575000000001,0.0,0.0,0.0,24.678959999999993,0.23886,9.592210000000001,0.0,0.0,0.0,0.0,0.0
LV-10,0.0,0.0,0.032490000000000005,4.38094,0.0,0.0,0.0,92.57650999999997,0.015040000000000001,2.98952,0.0,0.0,0.0,0.0,0.00545
LV-11,1.35651,0.0,0.09966,55.71668000000002,0.0,0.0,0.0,40.12558,0.00939,2.6502400000000006,0.0,0.0,0.0,0.04198,0.0
LV-13,0.0,0.0,0.22785,50.75587,0.0,0.0,0.0,39.10653999999998,3.24515,6.66461,0.0,0.0,0.0,0.0,0.0
LV-14,0.0,0.0,1.5796299999999999,62.66757,0.0,0.0,0.0,33.281690000000005,0.0,2.47112,0.0,0.0,0.0,0.0,0.0
LV-15,0.0,0.0,0.030369999999999994,26.353140000000003,0.0,0.0,0.0,25.587139999999994,0.14731,47.88205,0.0,0.0,0.0,0.0,0.0
LV-16,0.0,0.0,2.14193,10.247990000000001,0.0,0.0,0.0,85.76709,0.23008,1.6001299999999998,0.0,0.0,0.0,0.0,0.01276
LV-17,0.0,0.0,0.03988,83.21311999999999,0.0,0.0,0.0,11.57388,0.36018,4.81294,0.0,0.0,0.0,0.0,0.0
LV-18,0.0,0.0,0.0907,11.590119999999999,0.0,0.0,0.0,51.77504,22.34547,13.78023,0.36436999999999997,0.05231,0.0,0.00183,0.0
LV-19,0.0,0.0,0.40645,0.8869800000000001,0.0,0.0,0.0,62.302060000000004,1.0352599999999998,35.369240000000005,0.0,0.0,0.0,0.0,0.0
LV-1,0.0,0.0,0.29591000000000006,73.55284,0.0,0.0,0.0,14.236880000000003,4.17479,7.73955,0.0,0.0,0.0,0.0,0.0
LV-20,0.0,0.0,1.81646,51.31357999999999,0.0,0.0,0.0,32.912400000000005,3.4049400000000003,10.54675,0.0,0.0,0.0,0.00587,0.0
LV-21,0.0,0.0,1.97018,45.89487,0.0,0.0,0.0,49.21710999999999,0.15908,2.66865,0.0,0.00064,0.0,0.08946,0.0
LV-22,0.0,0.0,0.28011,1.8292799999999996,0.01349,0.0,0.0,37.76771,0.0,0.18532,0.0,0.0,0.0,59.92406,0.0
LV-23,0.0,0.0,0.3950599999999999,75.04317,0.0,0.0,0.0,15.758819999999996,0.0,5.86452,0.0,0.0,0.0,2.93844,0.0
LV-24,0.0,0.0,0.15753999999999999,55.62676,0.0,0.0,0.0,38.709869999999995,0.07774,5.40379,0.0,0.01616,0.0,0.0076,0.0005200000000000001
LV-25,0.0,0.0,1.55896,70.64058,0.0,0.0,0.0,23.279860000000006,0.16151,3.76617,0.0,0.0,0.0,0.5928899999999999,0.0
LV-2,0.0,0.0,5.62893,30.46814,0.0,0.0,0.0,54.73240000000002,0.06155,9.09243,0.0,0.0,0.0,0.01653,0.0
LV-3,0.0,0.0,0.80515,43.53383,0.0,0.0,0.0,48.064499999999995,0.08899,5.88188,0.0,1.55179,0.0,0.07389,0.0
LV-4,0.0,0.0,0.08956,81.27411,0.0,0.0,0.0,11.718439999999998,0.0,6.91288,0.0,0.0,0.0,0.00503,0.0
LV-5,0.0,0.0,0.46202000000000004,76.08829,0.0,0.0,0.0,14.627729999999998,0.30701999999999996,8.514890000000001,0.0,0.0,0.0,0.0,0.0
LV-6,0.0,0.0,0.23398999999999998,65.41575,0.0,0.0,0.0,22.570970000000006,7.383840000000001,4.39543,0.0,0.0,0.0,0.0,0.0
LV-7,0.0,0.0,0.30147,73.53747999999997,0.0,0.0,0.0,21.96047000000001,0.30329999999999996,3.8897000000000004,0.0,0.006999999999999999,0.0,0.0006,0.0
LV-8,0.0,0.0,0.26143,53.68634,0.0,0.0,0.0,33.555820000000004,2.27562,10.21197,0.0,0.0,0.0,0.00877,0.0
