SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria,k__Archaea|p__Euryarchaeota|c__Methanococci,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Deferribacteres|c__Deferribacteres,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Spirochaetes|c__Spirochaetia,k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Eukaryota|p__Ascomycota|c__Saccharomycetes
CCIS87252800ST-4-0,0.0,0.0,2.84744,68.31626,0.0,0.0,0.12882,25.106139999999996,0.39112,0.0,0.0,0.97173,1.7517199999999997,0.0,0.42178,0.0,0.0,0.0,0.06498999999999999
CCIS90164298ST-4-0,2.32081,0.0,15.79881,11.553600000000001,0.01099,0.0,5.068630000000001,51.512700000000024,2.2092400000000008,10.095979999999999,0.0,0.015210000000000001,0.01293,0.0,0.30089999999999995,0.0,0.0,1.10018,0.0
CCIS91228662ST-4-0,0.00593,0.0,0.16155999999999998,57.69286999999999,0.0,0.0,4.01439,23.095890000000004,1.8001100000000003,10.53326,0.54064,0.13293,1.2411,0.0,0.73128,0.0,0.0,0.05001,0.0
CCIS93040568ST-20-0,0.0,0.0,6.24367,28.872870000000006,0.0,0.0,17.12357,41.87941999999999,3.0575900000000003,2.5985899999999997,0.0,0.14643,0.07787,0.0,0.0,0.0,0.0,0.0,0.0
CCIS94417875ST-3-0,30.542790000000004,0.0,1.3631900000000001,19.883960000000002,0.0,0.0,0.75346,43.698589999999996,1.14691,1.13995,0.0,0.04199,0.0,0.0,0.08734,0.0,0.0,1.34185,0.0
CCIS94496512ST-4-0,0.0,0.0,8.95008,23.958920000000003,0.0,0.0,2.6252999999999997,58.22493,0.06839999999999999,4.011340000000001,0.0,0.0,0.22149000000000002,0.0,1.8493099999999998,0.0,0.0,0.09025,0.0
CCIS95097901ST-4-0,0.041639999999999996,0.0,6.440420000000001,20.621520000000004,0.0,0.0,6.041689999999998,53.33984,1.1507399999999999,10.827300000000001,0.0,0.28424000000000005,0.40257,0.0,0.83549,0.0,0.0,0.0022,0.01235
CCIS95409808ST-4-0,6.59835,0.0,5.517119999999999,2.55694,0.0,0.0,0.91903,81.40607,1.1753600000000002,0.20425,0.0,0.007379999999999999,0.04239,0.0,1.57085,0.00234,0.0,0.0,0.0
CCIS96387239ST-4-0,0.0,0.0,14.6744,47.559529999999995,0.0,0.0,0.41183,29.97906,0.38588,6.53982,0.0,0.18294000000000002,0.0,0.0,0.26658,0.0,0.0,0.0,0.0
CCIS98482370ST-3-0,0.0,0.0,0.04387,44.71862000000001,0.0,0.0,0.04598,52.50086000000001,0.04135,2.48962,0.0,0.0,0.0,0.0,0.15974000000000002,0.0,0.0,0.0,0.0
CCIS98512455ST-4-0,0.17495,0.0,1.83785,37.43174,0.01126,0.0,4.51072,48.993370000000006,0.30644,2.1711699999999996,0.0,0.03873,0.45835000000000004,0.0,4.06548,0.0,0.0,0.0,0.0
CCIS98832363ST-4-0,0.08996000000000001,0.0,5.905950000000001,33.279430000000005,0.0,0.0,0.09911999999999999,49.31583000000001,0.03874,0.00457,0.00109,0.52813,0.18384,0.0,0.020569999999999998,0.0,0.0,10.53277,0.0
