SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales,k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales
CCIS62605362ST-3-0,3.2886800000000003,0.0,0.0,0.22441,0.54012,37.04609000000001,0.0,0.0,0.00932,0.9324800000000001,53.03565999999999,1.57638,0.9791900000000001,0.00366,0.03697,0.0,0.19815,0.0,0.0,1.9472500000000001,0.18167,0.0,0.0,0.0,0.0,0.0
CCIS62794166ST-4-0,3.9748099999999997,0.0,0.0373,0.33487,0.68926,50.129580000000004,0.0,0.0,0.00672,3.8437,28.436589999999995,3.51922,0.0,0.0,0.0,0.0,0.66896,0.0,0.0,6.16141,0.0,0.0,0.0,0.0,2.1975700000000002,0.0
CCIS63468405ST-4-0,0.00719,0.0,0.0128,1.43061,0.44764,28.469119999999997,0.012899999999999998,0.0,0.005520000000000001,4.25618,44.07446000000001,1.38893,2.58263,0.0,0.0686,0.0,0.047189999999999996,0.0,0.0,13.798250000000001,0.01926,0.0,0.0,0.00987,3.3688599999999997,0.0
CCIS63910149ST-4-0,0.0,0.0,0.0,1.75513,0.98088,13.860199999999999,0.0,0.0,0.0022600000000000003,5.8071,76.27764999999998,0.15005,0.0,0.0,0.22821,0.0,0.0,0.0,0.0,0.0,0.03163,0.0,0.01677,0.0,0.89008,0.0
CCIS64773582ST-4-0,1.9908800000000002,0.0,0.014759999999999999,0.21949,0.29814,46.76965999999999,0.0,0.0,0.01086,0.9202,45.00475,0.4629,1.3844400000000001,0.0,1.62076,0.0,0.15335,0.0,0.0,0.83934,0.15841,0.13852,0.0,0.0,0.01355,0.0
CCIS64785924ST-20-0,1.28541,0.0,0.0,14.05594,0.77368,8.973230000000001,0.0,0.0,0.0,5.459969999999999,61.00436000000001,0.91545,0.13663999999999998,0.0,0.08602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.309360000000001,0.0
CCIS65479369ST-4-0,0.0,0.0,0.0016,5.39961,1.34071,19.13495,0.0,0.0,0.46773000000000003,1.95276,54.59526000000001,3.26495,2.08091,10.45737,0.03615,0.0,0.54745,0.0,0.0,0.60247,0.11807999999999999,0.0,0.0,0.0,0.0,0.0
CCIS70398272ST-4-0,0.0,0.0,0.23208999999999996,1.7251500000000002,0.40626000000000007,36.4244,0.0,0.0,0.0229,5.847149999999999,55.10999000000001,0.05963,0.02486,0.0,0.04601,0.0,0.055150000000000005,0.0,0.0,0.02957,0.016819999999999998,0.0,0.0,0.0,0.0,0.0
CCIS71301801ST-4-0,0.0,0.0,0.0,0.17336,0.03911,53.40834000000001,0.0,0.0,0.00498,0.0066,39.089119999999994,3.32666,2.57905,0.01975,0.79137,0.0,0.54831,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.01278,0.0
CCIS71578391ST-4-0,1.80844,0.0,0.03565,1.0894300000000001,1.16911,17.03878,0.0008699999999999999,0.0,0.00744,1.64371,73.76266,1.42166,1.56657,0.0,0.14445,0.0,0.01854,0.0,0.0,0.16882,0.08874,0.0,0.0,0.0,0.03461,0.00045999999999999996
CCIS72607085ST-4-0,0.0,0.0,0.0,0.6167699999999999,0.24165,41.95211000000001,0.0,0.0,0.0,12.631609999999998,9.9479,4.5293,5.7812600000000005,0.0,0.42855,0.0,0.26785,0.0,0.0,9.59453,0.0,0.0,0.0,0.0,13.61341,0.39508
CCIS74239020ST-4-0,0.017689999999999997,0.0,0.037750000000000006,1.2618900000000002,1.46823,19.34081,0.0,0.0,0.05542,2.34615,57.15057999999999,16.39477,1.6057399999999997,0.0,0.16652,0.0,0.04873,0.0,0.0,0.07158999999999999,0.00361,0.01726,0.0,0.0,0.01323,0.0
CCIS74726977ST-3-0,3.13579,0.0,0.0053,0.027940000000000003,0.38925,27.984200000000005,0.00635,0.0,0.03521,2.0821500000000004,51.56877999999999,8.15949,5.242239999999999,0.0,0.40797,0.0,0.67816,0.0,0.0,0.24573,0.031439999999999996,0.0,0.0,0.0,0.0,0.0
CCIS76563044ST-4-0,1.2084,0.0,0.0,1.16688,2.18118,22.818059999999996,0.0,0.0,0.03905,0.6070599999999999,34.274719999999995,1.63181,35.84753,0.0,0.1612,0.0,0.035160000000000004,0.0,0.0,0.02514,0.0,0.0,0.0,0.0,0.00381,0.0
CCIS76845094ST-20-0,0.00161,0.0,5e-05,0.00093,0.19277,24.90939,0.0,0.0,0.00598,0.53863,65.44337000000002,0.43854000000000004,6.788449999999999,0.16917000000000001,0.040619999999999996,0.0,0.16113,0.010320000000000001,0.0,1.2880999999999998,0.0,0.0,0.0,0.0,0.0017,0.00926
CCIS77252613ST-4-0,0.02171,0.0,0.0018499999999999999,0.51879,2.51998,33.44771,0.0,0.0,0.09802000000000001,1.3273000000000001,42.26766000000001,9.83191,8.76878,0.31974,0.5677099999999999,0.0,0.00277,0.0068200000000000005,0.0,0.28497,0.00563,0.0,0.0,0.0,0.00857,0.0
CCIS78100604ST-4-0,0.0,0.0,0.0,4.66529,0.4805299999999999,24.07343999999999,0.0,0.0,0.03348,0.9702399999999999,64.16255,0.06654,4.549580000000001,0.0,0.56959,0.0,0.0,0.0,0.0,0.42871000000000004,0.0,0.0,0.0,0.0,0.0,0.0
CCIS78318719ST-4-0,3.7942600000000004,0.0,0.015040000000000001,1.95058,0.5706,10.67173,0.0,0.0,0.0,0.13168999999999997,72.46204,0.38509,4.2703999999999995,0.0,0.0,0.0,0.18169,0.0,0.0,5.15996,0.11937,0.0,0.0,0.0,0.0069299999999999995,0.28063000000000005
CCIS79210440ST-3-0,10.13883,0.0,0.0,0.0,0.0,28.63982,0.0,0.0,0.0,1.05022,48.30567000000001,3.90583,1.8546399999999998,0.0,0.0,0.0,0.01913,0.0,0.0,5.78721,0.0,0.0,0.0,0.0,0.29865,0.0
CCIS80834637ST-4-0,0.05404,0.0,0.00482,0.16925999999999997,0.50157,38.44065,0.0,0.0,0.12112999999999999,2.5669999999999997,56.65356999999999,0.16928,0.48611000000000004,0.0,0.53047,0.0,0.1432,0.0,0.0,0.01959,0.04502,0.0,0.0,0.0,0.09433,0.0
CCIS81139242ST-4-0,0.0,0.0,0.00545,3.05152,0.11489,19.883910000000004,0.0,0.0,0.03284,1.2186399999999997,71.81111999999997,3.11924,0.5579799999999999,0.0,0.11850999999999999,0.0,0.0,0.0,0.0,0.00173,0.0,0.06218,0.02167,0.0,0.0,0.00029
CCIS81710917ST-20-0,17.96421,0.0,0.2399,26.74941,3.70493,9.309429999999995,0.0,0.0,0.0,1.37158,29.409079999999996,3.4870699999999992,2.91398,0.0,0.00287,0.0,0.12617,0.0,0.0,4.440080000000001,0.027239999999999997,0.01671,0.0,0.11035,0.12700999999999998,0.0
CCIS81887263ST-4-0,5.61908,0.0,0.01661,1.24159,0.37116,25.27435,0.0,0.0,0.24863,0.31847000000000003,57.42134,5.099140000000001,0.004370000000000001,0.0,0.24541999999999997,0.0,0.12136000000000001,0.0,0.0,1.2770599999999999,0.05499,0.0,0.0,0.0,2.68641,0.0
CCIS82507866ST-3-0,1.1574799999999998,0.0,0.0,0.02084,0.0,37.22623,0.0,0.0,0.0,0.45228,59.858360000000005,1.07752,0.0,0.0,0.16130999999999998,0.0,0.0,0.0,0.0,0.02539,0.020569999999999998,0.0,0.0,0.0,0.0,0.0
CCIS82944710ST-20-0,0.06326999999999999,0.0,0.0,2.4723100000000002,0.7809400000000001,10.65727,0.0,0.0,0.0,5.223559999999999,78.30855999999999,0.02685,2.22175,0.0,0.08624,0.0,0.044969999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11425999999999999,0.0
CCIS83445808ST-4-0,0.00976,0.0,0.0194,0.59652,0.69936,18.12773,0.010100000000000001,0.0,0.0,0.6730700000000001,51.40460999999999,0.76145,24.562220000000003,0.0,0.03461,0.0,1.3104299999999998,0.0,0.0,1.6790399999999996,0.0,0.0,0.0,0.0,0.059579999999999994,0.05212000000000001
CCIS83870198ST-4-0,0.03827,0.0,0.00919,2.61494,0.33307000000000003,35.21014,0.0,0.0,0.0,0.26213,50.86587,0.056339999999999994,5.428069999999999,0.0,0.1297,0.0,0.8282200000000001,0.0,0.0,0.6643399999999998,0.0015199999999999999,0.01094,0.0,0.0,2.17849,1.3688299999999998
CCIS84543192ST-4-0,0.28126,0.0,0.0,2.8045,2.01517,50.9205,0.0,0.0,0.0,0.55953,31.96576,0.49063,6.07069,0.0,1.03757,0.0,0.2188,0.0,0.0,0.44636000000000003,0.0,0.0,0.0,0.0,3.18926,0.0
CCIS85214191ST-3-0,0.0,0.0,0.0,0.01295,0.00412,69.35448,0.0,0.0,0.0,0.010589999999999999,25.046040000000005,0.49038,2.58917,0.0,0.018369999999999997,0.0,0.044660000000000005,0.0,0.0,2.38865,0.04057,0.0,0.0,0.0,0.0,0.0
CCIS87116798ST-4-0,10.72833,0.0,0.029099999999999997,0.15989,0.48552,22.156879999999997,0.0,0.0,0.06598,4.3676,50.88848,6.629549999999999,2.34435,0.03899,0.06373,0.0,0.48142,0.11985,0.0,0.20202,0.43538999999999994,0.0,0.0,0.0,0.80294,0.0
CCIS87167916ST-4-0,0.14675,0.0,0.01983,0.35600000000000004,2.51429,24.45922,0.0,0.0,0.0,0.0,21.79941,0.03376,9.998309999999998,0.0,0.03084,0.0,7.707269999999999,0.0,0.0,30.40013,0.0,0.0,0.0,0.72424,1.8099900000000002,0.0
CCIS87252800ST-4-0,0.0,0.0,0.0,2.70867,0.13877,68.31626,0.0,0.0,0.0,0.12882,25.106139999999996,0.39112,0.0,0.0,0.97173,0.0,1.7517199999999997,0.0,0.0,0.41368,0.0081,0.0,0.0,0.0,0.0,0.06498999999999999
CCIS90164298ST-4-0,2.32081,0.0,0.00597,15.087209999999999,0.7056300000000001,11.553600000000001,0.01099,0.0,0.01655,5.05208,51.512700000000024,2.2092400000000008,10.095979999999999,0.0,0.015210000000000001,0.0,0.01293,0.0,0.0,0.1309,0.17,0.0,0.0,0.0,1.10018,0.0
CCIS91228662ST-4-0,0.00593,0.0,0.0036299999999999995,0.00074,0.15719,57.69286999999999,0.0,0.0,0.07031000000000001,3.9440799999999996,23.095890000000004,1.8001100000000003,10.53326,0.54064,0.13293,0.0,1.2411,0.0,0.0053,0.59147,0.13451,0.0,0.0,0.0,0.05001,0.0
CCIS93040568ST-20-0,0.0,0.0,0.0,5.78432,0.45935000000000004,28.872870000000006,0.0,0.0,0.0,17.12357,41.87941999999999,3.0575900000000003,2.5985899999999997,0.0,0.14643,0.0,0.07787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCIS94417875ST-3-0,30.542790000000004,0.0,0.0,1.20449,0.1587,19.883960000000002,0.0,0.0,0.0,0.75346,43.698589999999996,1.14691,1.13995,0.0,0.04199,0.0,0.0,0.0,0.0,0.03112,0.056220000000000006,0.0,0.0,0.0,1.34185,0.0
CCIS94496512ST-4-0,0.0,0.0,0.0,5.8168,3.13328,23.958920000000003,0.0,0.0,0.0,2.6252999999999997,58.22493,0.06839999999999999,4.011340000000001,0.0,0.0,0.0,0.22149000000000002,0.0,0.0,1.8493099999999998,0.0,0.0,0.0,0.0,0.09025,0.0
CCIS95097901ST-4-0,0.041639999999999996,0.0,0.041190000000000004,3.4662399999999995,2.93299,20.621520000000004,0.0,0.0,0.00294,6.0387499999999985,53.33984,1.1507399999999999,10.827300000000001,0.0,0.28424000000000005,0.0,0.40257,0.0,0.0,0.83549,0.0,0.0,0.0,0.0,0.0022,0.01235
CCIS95409808ST-4-0,6.59835,0.0,0.08131,3.78552,1.6502900000000003,2.55694,0.0,0.0,0.00398,0.91505,81.40607,1.1753600000000002,0.20425,0.0,0.007379999999999999,0.0,0.04239,0.0,0.0,1.57085,0.0,0.0,0.00234,0.0,0.0,0.0
CCIS96387239ST-4-0,0.0,0.0,0.0,13.04515,1.62925,47.559529999999995,0.0,0.0,0.0,0.41183,29.97906,0.38588,6.53982,0.0,0.18294000000000002,0.0,0.0,0.0,0.0,0.26022,0.00636,0.0,0.0,0.0,0.0,0.0
CCIS98482370ST-3-0,0.0,0.0,0.0,0.0,0.04387,44.71862000000001,0.0,0.0,0.0,0.04598,52.50086000000001,0.04135,2.48962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15974000000000002,0.0,0.0,0.0,0.0,0.0
CCIS98512455ST-4-0,0.17495,0.0,0.12661,0.0,1.71124,37.43174,0.01126,0.0,0.00476,4.50596,48.993370000000006,0.30644,2.1711699999999996,0.0,0.03873,0.0,0.45835000000000004,0.0,0.0,4.06548,0.0,0.0,0.0,0.0,0.0,0.0
CCIS98832363ST-4-0,0.08996000000000001,0.0,0.008069999999999999,3.2000800000000003,2.6978,33.279430000000005,0.0,0.0,0.0051,0.09401999999999999,49.31583000000001,0.03874,0.00457,0.00109,0.52813,0.0,0.18384,0.0,0.0,0.020569999999999998,0.0,0.0,0.0,0.0,10.53277,0.0
